mode,sample_fraction,gen_mean,hit_mean,fitness_cached_mean,fitness_full_train_mean,fake_hit_mean,fitness_diff_mean,gen_std,hit_std,fitness_cached_std,fitness_full_train_std,fake_hit_std,fitness_diff_std
farthest_point,0.1,26.426983838258742,0.9948710853445206,1.0,1.0,0.0,0.0,14.22011095762813,0.07143254783315664,0.0,0.0,0.0,0.0
farthest_point,0.2,26.505584903165847,0.9882333041045392,1.0,1.0,0.0,0.0,14.233642365743805,0.10783432089629234,0.0,0.0,0.0,0.0
farthest_point,0.3,26.471826579737954,0.9885505920652489,1.0,1.0,0.0,0.0,14.214702476403417,0.10638758852749296,0.0,0.0,0.0,0.0
farthest_point,0.5,26.459155285172578,0.9849438976903618,1.0,1.0,0.0,0.0,14.222694651768457,0.12177608998846927,0.0,0.0,0.0,0.0
stratified,0.1,26.48014468836539,0.9959845481839648,1.0,1.0,0.0,0.0,14.22011134946803,0.06324024005922331,0.0,0.0,0.0,0.0
stratified,0.2,26.46500414725467,0.991859559228223,1.0,1.0,0.0,0.0,14.234293028878543,0.08985640765030782,0.0,0.0,0.0,0.0
stratified,0.3,26.48431758517433,0.9887441437485062,1.0,1.0,0.0,0.0,14.226296214363247,0.10549484324619571,0.0,0.0,0.0,0.0
stratified,0.5,26.46583625354052,0.9863822113863252,1.0,1.0,0.0,0.0,14.23278018730286,0.11589799155700815,0.0,0.0,0.0,0.0
