run,mode,sample_fraction,final_test_mae,final_test_accuracy,total_time_sec,total_wall_time_sec,hits,misses,hit_rate_overall
2,fec_simple_farthest_point,0.1,0.0964912280701754,0.9035087719298246,0.4319496154785156,0.5499061619921122,2081.0,102.0,0.9532753092075126
