run,mode,sample_fraction,final_test_mae,final_test_accuracy,total_time_sec,total_wall_time_sec,hits,misses,hit_rate_overall
3,fec_simple_farthest_point,0.2,0.052631578947368474,0.9473684210526315,0.6656463146209717,1.0485276379913557,2032.0,125.0,0.9420491423273064
