run,mode,sample_fraction,fake_hit_threshold,final_test_mae,final_test_accuracy,total_time_sec,total_wall_time_sec,hits,misses,hit_rate_overall
2,fec_simple_farthest_point,0.1,0.0,0.14912280701754388,0.8508771929824561,0.4193859100341797,0.5054762499930803,2079.0,67.0,0.9687791239515378
