run,mode,sample_fraction,final_test_mae,final_test_accuracy,total_time_sec,total_wall_time_sec,hits,misses,hit_rate_overall
4,fec_simple_farthest_point,0.2,0.4035087719298246,0.5964912280701754,0.339031457901001,0.5921671550022438,2322.0,25.0,0.9893481039625053
