run,mode,sample_fraction,fake_hit_threshold,final_test_mae,final_test_accuracy,total_time_sec,total_wall_time_sec,hits,misses,hit_rate_overall
2,fec_simple_farthest_point,0.1,1e-05,0.11403508771929827,0.8859649122807017,0.5414633750915527,0.6241956400044728,2071.0,127.0,0.9422202001819836
