run,mode,sample_fraction,final_test_mae,final_test_accuracy,total_time_sec,total_wall_time_sec,hits,misses,hit_rate_overall
4,fec_simple_farthest_point,0.4,0.13157894736842102,0.868421052631579,0.6791927814483643,1.631917129008798,2021.0,246.0,0.8914865460961623
