run,gen,invalid,avg,std,min,max,fitness_test,best_ind_length,avg_length,best_ind_nodes,avg_nodes,best_ind_depth,avg_depth,avg_used_codons,best_ind_used_codons,selection_time,generation_time,mode,sample_fraction
1,0,0,0.5232527472527473,0.13317327751913208,0.3626373626373627,0.6417582417582417,,4,21.72,1,4.61,4,5.77,14.63,3,0.0,0.008259296417236328,fec_simple_farthest_point,0.1
1,1,41,0.4272303967219222,0.12347872108845884,0.1186813186813187,0.6373626373626373,0.1578947368421053,25,27.64406779661017,5,4.661016949152542,8,6.101694915254237,14.423728813559322,12,0.0001270771026611328,0.008759021759033203,fec_simple_farthest_point,0.1
1,2,28,0.40079365079365076,0.12376199618548328,0.11208791208791213,0.8043956043956044,0.10526315789473684,38,31.36111111111111,5,4.569444444444445,8,6.513888888888889,14.166666666666666,12,0.00011944770812988281,0.009454727172851562,fec_simple_farthest_point,0.1
1,3,27,0.4134878819810326,0.14101608525363557,0.11208791208791213,0.6373626373626373,0.10526315789473684,38,32.397260273972606,5,3.6986301369863015,8,6.4520547945205475,11.520547945205479,12,0.00011992454528808594,0.01440119743347168,fec_simple_farthest_point,0.1
1,4,20,0.36315934065934063,0.12657139028925002,0.11208791208791213,0.6373626373626373,0.10526315789473684,38,30.5,5,3.2125,8,6.0625,9.1875,12,0.00017952919006347656,0.01450657844543457,fec_simple_farthest_point,0.1
1,5,13,0.34988000505241884,0.1982560689201899,0.11208791208791213,0.8879120879120879,0.10526315789473684,38,31.0,5,3.413793103448276,8,6.425287356321839,9.045977011494253,12,0.0001823902130126953,0.011716604232788086,fec_simple_farthest_point,0.1
1,6,19,0.3350156016822683,0.21481737322494132,0.11208791208791213,0.8835164835164835,0.10526315789473684,38,31.358024691358025,5,3.7777777777777777,8,6.839506172839506,9.962962962962964,12,0.00012993812561035156,0.008925914764404297,fec_simple_farthest_point,0.1
1,7,22,0.37224570301493376,0.2329245268097087,0.11208791208791213,0.8835164835164835,0.10526315789473684,38,33.217948717948715,5,3.6666666666666665,8,6.948717948717949,9.833333333333334,12,0.00012803077697753906,0.009095907211303711,fec_simple_farthest_point,0.1
1,8,19,0.3397910731244065,0.22688651890654274,0.11208791208791213,0.6417582417582417,0.10526315789473684,38,34.97530864197531,5,4.111111111111111,8,7.395061728395062,10.987654320987655,12,0.00012636184692382812,0.008927106857299805,fec_simple_farthest_point,0.1
1,9,16,0.3594598172911426,0.23733278544110734,0.11208791208791213,0.8879120879120879,0.10526315789473684,38,38.18072289156626,5,4.590361445783133,8,7.63855421686747,11.710843373493976,12,0.0001239776611328125,0.010005712509155273,fec_simple_farthest_point,0.1
1,10,25,0.37544322344322345,0.24131144149573647,0.11208791208791213,0.8923076923076922,0.10526315789473684,38,40.333333333333336,5,4.76,8,7.72,12.213333333333333,12,0.00011777877807617188,0.010058164596557617,fec_simple_farthest_point,0.1
1,11,13,0.36182897562207905,0.21002583057299917,0.11208791208791213,0.8021978021978022,0.10526315789473684,38,41.160919540229884,5,4.482758620689655,8,7.402298850574713,11.471264367816092,12,0.00013566017150878906,0.009986639022827148,fec_simple_farthest_point,0.1
1,12,14,0.3476975405546834,0.22752820634315485,0.11208791208791213,0.8879120879120879,0.10526315789473684,38,41.38095238095238,5,4.523809523809524,8,7.559523809523809,11.642857142857142,12,0.00012421607971191406,0.010350227355957031,fec_simple_farthest_point,0.1
1,13,14,0.3586762075134168,0.2467472630058818,0.10769230769230764,0.8879120879120879,0.1228070175438597,44,42.05813953488372,5,4.744186046511628,8,7.662790697674419,12.023255813953488,12,0.0001277923583984375,0.010053396224975586,fec_simple_farthest_point,0.1
1,14,17,0.34566397457963727,0.2307805317737546,0.10769230769230764,0.8879120879120879,0.1228070175438597,44,44.06024096385542,5,4.554216867469879,8,7.602409638554217,11.771084337349398,12,0.00013327598571777344,0.009784221649169922,fec_simple_farthest_point,0.1
1,15,19,0.3412362637362637,0.23697637062685975,0.10769230769230764,0.8923076923076922,0.1228070175438597,44,50.1625,5,4.7875,8,7.7625,12.2875,12,0.00013113021850585938,0.010381221771240234,fec_simple_farthest_point,0.1
1,16,12,0.3451054692434003,0.23036455661920263,0.10769230769230764,0.8879120879120879,0.1228070175438597,44,56.96551724137931,5,5.919540229885057,8,8.160919540229886,14.517241379310345,12,0.00012636184692382812,0.010845422744750977,fec_simple_farthest_point,0.1
1,17,12,0.3620879120879121,0.244627701278539,0.10769230769230764,0.8923076923076922,0.1228070175438597,44,56.86363636363637,5,5.454545454545454,8,7.863636363636363,13.443181818181818,12,0.00012230873107910156,0.010616302490234375,fec_simple_farthest_point,0.1
1,18,15,0.338409825468649,0.23670429338164872,0.10769230769230764,0.8923076923076922,0.1228070175438597,44,58.38823529411765,5,5.952941176470588,8,8.0,14.352941176470589,12,0.00012135505676269531,0.010708808898925781,fec_simple_farthest_point,0.1
1,19,13,0.3804497827753643,0.2448823603779681,0.10769230769230764,0.8923076923076922,0.1228070175438597,44,60.18604651162791,5,4.965116279069767,8,7.709302325581396,12.418604651162791,12,0.00012063980102539062,0.010763883590698242,fec_simple_farthest_point,0.1
1,20,10,0.3520434621558217,0.2384145204093481,0.10769230769230764,0.8879120879120879,0.1228070175438597,44,59.51685393258427,5,5.247191011235955,8,7.764044943820225,12.898876404494382,12,0.0001163482666015625,0.01019430160522461,fec_simple_farthest_point,0.1
1,21,21,0.3727361246348588,0.24165339194685628,0.10769230769230764,0.8923076923076922,0.1228070175438597,44,61.67088607594937,5,4.518987341772152,8,7.443037974683544,11.405063291139241,12,0.00012254714965820312,0.010544538497924805,fec_simple_farthest_point,0.1
1,22,16,0.30334903192046053,0.2239746216932016,0.10769230769230764,0.8879120879120879,0.1228070175438597,44,64.96428571428571,5,4.892857142857143,8,7.678571428571429,12.261904761904763,12,0.00012302398681640625,0.010411977767944336,fec_simple_farthest_point,0.1
1,23,15,0.3043568196509373,0.2183838281482379,0.10769230769230764,0.8923076923076922,0.1228070175438597,44,65.90588235294118,5,4.623529411764705,8,7.635294117647059,11.717647058823529,12,0.00011801719665527344,0.010867595672607422,fec_simple_farthest_point,0.1
1,24,5,0.3485251590514749,0.2591144240592909,0.10769230769230764,0.8923076923076922,0.1228070175438597,44,67.71578947368421,5,5.705263157894737,8,8.147368421052631,13.842105263157896,12,0.000141143798828125,0.011276721954345703,fec_simple_farthest_point,0.1
1,25,9,0.3745682888540032,0.24617199004523924,0.10769230769230764,0.8879120879120879,0.1228070175438597,44,68.21978021978022,5,5.5054945054945055,8,7.956043956043956,13.373626373626374,12,0.00012373924255371094,0.011429786682128906,fec_simple_farthest_point,0.1
1,26,17,0.3520985039057328,0.21851662682653994,0.10769230769230764,0.6417582417582417,0.1228070175438597,44,64.79518072289157,5,5.9879518072289155,8,8.204819277108435,14.481927710843374,12,0.00012731552124023438,0.011286735534667969,fec_simple_farthest_point,0.1
1,27,16,0.3619047619047619,0.23026915824179756,0.10769230769230764,0.8923076923076922,0.1228070175438597,44,62.95238095238095,5,4.7976190476190474,8,7.5,12.047619047619047,12,0.00012087821960449219,0.01024174690246582,fec_simple_farthest_point,0.1
1,28,15,0.32237048665620094,0.22372240514391123,0.10769230769230764,0.8879120879120879,0.1228070175438597,44,62.67857142857143,5,5.369047619047619,8,7.7976190476190474,13.285714285714286,12,0.00012946128845214844,0.010608911514282227,fec_simple_farthest_point,0.1
