run,mode,sample_fraction,fake_hit_threshold,final_test_mae,final_test_accuracy,total_time_sec,total_wall_time_sec,hits,misses,hit_rate_overall
4,fec_simple_farthest_point,0.2,0.0001,0.14912280701754388,0.8508771929824561,0.9158892631530762,1.4126203980122227,2178.0,101.0,0.9556823168056165
