run,mode,sample_fraction,final_test_mae,final_test_accuracy,total_time_sec,total_wall_time_sec,hits,misses,hit_rate_overall
1,fec_simple_farthest_point,0.1,0.11403508771929827,0.8859649122807017,0.4003875255584717,0.4815623670001514,2382.0,79.0,0.9678992279561154
