run,mode,sample_fraction,fake_hit_threshold,final_test_mae,final_test_accuracy,total_time_sec,total_wall_time_sec,hits,misses,hit_rate_overall
4,fec_simple_farthest_point,0.1,0.0,0.0964912280701754,0.9035087719298246,0.4524567127227783,0.5383811349747702,2151.0,70.0,0.9684826654660063
