run,mode,sample_fraction,final_test_mae,final_test_accuracy,total_time_sec,total_wall_time_sec,hits,misses,hit_rate_overall
4,fec_simple_farthest_point,0.1,0.06140350877192979,0.9385964912280702,0.5006663799285889,0.6203949679911602,2055.0,95.0,0.9558139534883721
