run,mode,sample_fraction,fake_hit_threshold,final_test_mae,final_test_accuracy,total_time_sec,total_wall_time_sec,hits,misses,hit_rate_overall
4,fec_simple_farthest_point,0.2,1e-05,0.07017543859649122,0.9298245614035088,1.012073278427124,1.495961801003432,2308.0,108.0,0.9552980132450332
