run,mode,sample_fraction,final_test_mae,final_test_accuracy,total_time_sec,total_wall_time_sec,hits,misses,hit_rate_overall
1,fec_simple_farthest_point,0.4,0.33333333333333337,0.6666666666666666,0.4881553649902344,1.7813872810220346,2159.0,27.0,0.9876486733760292
