run,mode,sample_fraction,fake_hit_threshold,final_test_mae,final_test_accuracy,total_time_sec,total_time_fair_sec,total_wall_time_sec,fake_eval_time_sec,hits,misses,hit_rate_overall,fake_hits
15,fec_simple_kmeans,0.5,0.0,0.33564231738035266,0.6643576826196473,23.28235125541687,20.5544796991162,42.95273944409564,2.72787155630067,22319.0,14149.0,0.6120160140397061,142
