run,mode,sample_fraction,fake_hit_threshold,final_test_mae,final_test_accuracy,total_time_sec,total_time_fair_sec,total_wall_time_sec,fake_eval_time_sec,hits,misses,hit_rate_overall,fake_hits
27,fec_simple_farthest_point,0.2,1e-05,0.07912087912087917,0.9208791208791208,7.773622751235962,6.040148550862796,8.649874908005586,1.7334742003731662,20380.0,481.0,0.9769426202003739,2379
