run,mode,sample_fraction,fake_hit_threshold,final_test_mae,final_test_accuracy,total_time_sec,total_time_fair_sec,total_wall_time_sec,fake_eval_time_sec,hits,misses,hit_rate_overall,fake_hits
12,fec_simple_kmeans,0.2,1e-05,0.3312342569269522,0.6687657430730478,147.44146633148193,147.44146633148193,151.37379363900982,0.0,89082.0,99360.0,0.4727290094564906,0
