mode,sample_fraction,fake_hit_threshold,final_test_mae_mean,final_test_accuracy_mean,total_time_sec_mean,total_time_fair_sec_mean,total_wall_time_sec_mean,fake_eval_time_sec_mean,hits_mean,misses_mean,hit_rate_overall_mean,fake_hits_mean,final_test_mae_std,final_test_accuracy_std,total_time_sec_std,total_time_fair_sec_std,total_wall_time_sec_std,fake_eval_time_sec_std,hits_std,misses_std,hit_rate_overall_std,fake_hits_std,fake_hit_rate_overall_mean
fec_simple_farthest_point,0.1,0.0,0.3344038623005877,0.6655961376994123,91.8040679136912,91.8040679136912,95.24675875766552,0.0,144276.26666666666,42746.933333333334,0.7714714332927799,0.0,0.003937601028627993,0.00393760102862798,9.387997442550883,9.387997442550883,9.148131580942882,0.0,3140.200459984824,3296.8700503491013,0.0169996370785646,0.0,0.0
fec_simple_farthest_point,0.1,0.01,0.33398404701931145,0.6660159529806885,108.38492286205292,108.38492286205292,112.35033261447292,0.0,145789.96666666667,41520.666666666664,0.7782933781421778,0.0,0.0039308813769349995,0.003930881376935027,17.67538714081868,17.67538714081868,17.530717107985584,0.0,4735.851493190588,4074.948705880303,0.02196236584698902,0.0,0.0
fec_simple_farthest_point,0.2,0.0,0.3354114189756507,0.6645885810243493,126.55836776892345,126.55836776892345,138.69877095575987,0.0,133204.36666666667,54706.566666666666,0.7089688121433441,0.0,0.0053123223979264205,0.00531232239792642,25.335125699556688,25.335125699556688,25.6535940166467,0.0,5132.155508707384,5488.286786015791,0.028046800061566787,0.0,0.0
fec_simple_farthest_point,0.2,0.01,0.3354534005037783,0.6645465994962216,142.54701931476592,142.54701931476592,154.70824503046654,0.0,131984.8,55408.833333333336,0.7042897010417644,0.0,0.004231032036985494,0.004231032036985516,24.835560331853095,24.835560331853095,26.953857158229205,0.0,3952.073349521743,3402.1255129044785,0.018297953821186718,0.0,0.0
fec_simple_farthest_point,0.3,0.0,0.3346137699412258,0.6653862300587741,156.83378535906473,156.83378535906473,184.63635511293737,0.0,129860.53333333334,57897.9,0.6917313545321826,0.0,0.005297371883883265,0.0052973718838832595,24.240595257186673,24.240595257186673,27.27092380232775,0.0,6956.650461888169,7172.631122770315,0.03734491025028356,0.0,0.0
fec_simple_farthest_point,0.3,0.01,0.3345298068849706,0.6654701931150293,151.31942529678344,151.31942529678344,177.05939459570607,0.0,127217.93333333333,60582.03333333333,0.6772858240284173,0.0,0.003641821949142055,0.0036418219491420236,21.938291783907385,21.938291783907385,23.43557666004763,0.0,5009.060929511192,3637.4880754290984,0.020713347880307997,0.0,0.0
fec_simple_farthest_point,0.4,0.0,0.3349916036943744,0.6650083963056255,166.1781242688497,166.1781242688497,213.96028136055878,0.0,125262.26666666666,61903.3,0.6691638176629584,0.0,0.006032389162034262,0.006032389162034253,18.514057683110785,18.514057683110785,20.817293817812168,0.0,5322.282398453586,4427.232432344161,0.024662167884568632,0.0,0.0
fec_simple_farthest_point,0.4,0.01,0.3348026868178001,0.6651973131821998,165.60944548447927,165.60944548447927,213.33482280519675,0.0,126988.6,60743.1,0.6765308337658971,0.0,0.004495161219640827,0.004495161219640817,22.060816339310215,22.060816339310215,25.929789593290625,0.0,6060.531063639003,6445.96833351411,0.03350561552898422,0.0,0.0
fec_simple_kmeans,0.1,0.0,0.3366288832913518,0.6633711167086481,117.83052990436553,117.83052990436553,122.82198220107044,0.0,99227.1,88010.8,0.5299553741923526,0.0,0.004586421905318576,0.0045864219053185825,20.435728404155142,20.435728404155142,19.322100057468067,0.0,9146.565476906253,9120.836838068459,0.04896504088088432,0.0,0.0
fec_simple_kmeans,0.1,0.01,0.3344038623005877,0.6655961376994122,128.21819500128427,128.21819500128427,133.5392159082655,0.0,96629.26666666666,90475.63333333333,0.5162729168399801,0.0,0.00601922741046347,0.00601922741046348,21.420691041467364,21.420691041467364,21.802043667836326,0.0,9570.68764834702,8903.642600955833,0.04886916616859211,0.0,0.0
fec_simple_kmeans,0.2,0.0,0.3343828715365239,0.6656171284634761,133.26881918112437,133.26881918112437,137.98253540403286,0.0,90763.8,96738.8,0.48400975455347656,0.0,0.004261693782289325,0.004261693782289312,17.61253997819761,17.61253997819761,17.97869915146581,0.0,5717.41329857014,5370.938815514472,0.02872861438566078,0.0,0.0
