mode,sample_fraction,run,gen,phenotype,phenotype_in_cache,hit,fitness_cached,fitness_full_train,fake_hit,fitness_diff
farthest_point,0.2,3,5,"greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),x[7]))","greater_than_or_equal(x[3], pdiv(add(x[5],x[0]),x[0]))",True,0.3157894736842105,0.3157894736842105,False,0.0
farthest_point,0.2,3,5,"greater_than_or_equal(x[3], x[5])","greater_than_or_equal(x[3], x[5])",True,0.5043859649122807,0.5043859649122807,False,0.0
farthest_point,0.2,3,5,"greater_than_or_equal(x[3], pdiv(add(x[5],x[5]),x[3]))",,False,,0.3245614035087719,False,0.0
farthest_point,0.2,3,5,"less_than_or_equal(27.98,x[5])","not_(less_than_or_equal(sub(x[0],x[0]),mul(x[7],x[2])))",True,0.3201754385964912,0.3201754385964912,False,0.0
farthest_point,0.2,3,5,"greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),x[7]))","greater_than_or_equal(x[3], pdiv(add(x[5],x[0]),x[0]))",True,0.3157894736842105,0.3157894736842105,False,0.0
farthest_point,0.2,3,5,"greater_than_or_equal(x[7], x[7])","greater_than_or_equal(x[2], x[2])",True,0.6798245614035088,0.6798245614035088,False,0.0
farthest_point,0.2,3,5,"greater_than_or_equal(x[3], x[3])","greater_than_or_equal(x[2], x[2])",True,0.6798245614035088,0.6798245614035088,False,0.0
farthest_point,0.2,3,5,"less_than_or_equal(mul(x[7],x[7]),pdiv(pdiv(x[0],x[0]),mul(sub(x[2],x[5]),sub(x[0],x[5]))))",,False,,0.5482456140350878,False,0.0
farthest_point,0.2,3,5,"greater_than_or_equal(x[3], x[3])","greater_than_or_equal(x[2], x[2])",True,0.6798245614035088,0.6798245614035088,False,0.0
farthest_point,0.2,3,5,"greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),27.91))","greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),27.91))",True,0.2719298245614034,0.3103448275862068,True,0.0384150030248033
farthest_point,0.2,3,6,"greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),24.44))","greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),27.91))",True,0.2719298245614034,0.2719298245614034,False,0.0
farthest_point,0.2,3,6,"greater_than_or_equal(x[3], pdiv(x[7],mul(x[3],x[5])))",,False,,0.2631578947368421,False,0.0
farthest_point,0.2,3,6,"greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),x[7]))","greater_than_or_equal(x[3], pdiv(add(x[5],x[0]),x[0]))",True,0.3157894736842105,0.3157894736842105,False,0.0
farthest_point,0.2,3,6,"greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),x[3]))","greater_than_or_equal(x[3], pdiv(add(x[5],x[0]),x[0]))",True,0.3157894736842105,0.3157894736842105,False,0.0
farthest_point,0.2,3,6,"less_than_or_equal(x[3],pdiv(x[0],x[3]))","less_than_or_equal(x[3],pdiv(x[0],x[3]))",True,0.7149122807017544,0.7149122807017544,False,0.0
farthest_point,0.2,3,6,"greater_than_or_equal(x[3], x[3])","greater_than_or_equal(x[2], x[2])",True,0.6798245614035088,0.6798245614035088,False,0.0
farthest_point,0.2,3,6,"greater_than_or_equal(x[0], x[5])",,False,,0.6096491228070176,False,0.0
farthest_point,0.2,3,6,"greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),27.98))","greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),27.91))",True,0.2719298245614034,0.2719298245614034,False,0.0
farthest_point,0.2,3,6,"less_than_or_equal(pdiv(add(x[3],x[7]),27.58),x[5])",,False,,0.513157894736842,False,0.0
farthest_point,0.2,3,6,"greater_than_or_equal(x[5], x[7])",,False,,0.3728070175438597,False,0.0
farthest_point,0.2,3,6,"greater_than_or_equal(x[3], 48.72)","not_(less_than_or_equal(sub(x[0],x[0]),mul(x[7],x[2])))",True,0.3201754385964912,0.3201754385964912,False,0.0
farthest_point,0.2,3,6,"greater_than_or_equal(x[5], x[3])",,False,,0.6491228070175439,False,0.0
farthest_point,0.2,3,6,"less_than_or_equal(pdiv(x[0],x[3]),add(x[5],x[7]))",,False,,0.4342105263157895,False,0.0
farthest_point,0.2,3,6,"greater_than_or_equal(x[3], add(add(x[5],x[7]),27.98))","not_(less_than_or_equal(sub(x[0],x[0]),mul(x[7],x[2])))",True,0.3201754385964912,0.3201754385964912,False,0.0
farthest_point,0.2,3,6,"greater_than_or_equal(x[3], mul(mul(x[7],x[3]),pdiv(add(add(x[5],x[7]),27.98),x[5])))",,False,,0.7324561403508771,False,0.0
farthest_point,0.2,3,6,"less_than_or_equal(x[7],pdiv(x[0],x[0]))","greater_than_or_equal(x[2], x[2])",True,0.6798245614035088,0.6798245614035088,False,0.0
farthest_point,0.2,3,6,"greater_than_or_equal(x[3], pdiv(add(x[3],x[0]),x[5]))",,False,,0.3201754385964912,False,0.0
farthest_point,0.2,3,6,"greater_than_or_equal(x[3], x[5])","greater_than_or_equal(x[3], x[5])",True,0.5043859649122807,0.5043859649122807,False,0.0
farthest_point,0.2,3,6,"greater_than_or_equal(x[7], x[7])","greater_than_or_equal(x[2], x[2])",True,0.6798245614035088,0.6798245614035088,False,0.0
farthest_point,0.2,3,6,"greater_than_or_equal(x[7], x[0])","greater_than_or_equal(x[7], x[0])",True,0.3991228070175439,0.3991228070175439,False,0.0
farthest_point,0.2,3,6,"greater_than_or_equal(x[3], pdiv(x[0],x[3]))","greater_than_or_equal(x[3], pdiv(x[0],x[3]))",True,0.2807017543859649,0.2807017543859649,False,0.0
farthest_point,0.2,3,6,"less_than_or_equal(add(x[5],x[7]),27.98)","greater_than_or_equal(x[2], x[2])",True,0.6798245614035088,0.6798245614035088,False,0.0
farthest_point,0.2,3,6,"greater_than_or_equal(x[3], add(x[5],x[7]))",,False,,0.3245614035087719,False,0.0
farthest_point,0.2,3,6,"greater_than_or_equal(x[3], pdiv(x[0],x[7]))",,False,,0.2850877192982456,False,0.0
farthest_point,0.2,3,6,"greater_than_or_equal(x[3], pdiv(add(x[3],x[7]),27.58))","greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),27.91))",True,0.2719298245614034,0.2719298245614034,False,0.0
farthest_point,0.2,3,6,"greater_than_or_equal(x[3], pdiv(add(add(x[5],pdiv(48.42,x[7])),x[7]),x[0]))","not_(less_than_or_equal(sub(x[0],x[0]),mul(x[7],x[2])))",True,0.3201754385964912,0.3201754385964912,False,0.0
farthest_point,0.2,3,6,"greater_than_or_equal(x[3], pdiv(add(x[5],x[2]),27.91))",,False,,0.2850877192982456,False,0.0
farthest_point,0.2,3,6,"greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),x[5]))","greater_than_or_equal(x[3], pdiv(add(x[5],x[0]),x[0]))",True,0.3157894736842105,0.3157894736842105,False,0.0
farthest_point,0.2,3,6,"greater_than_or_equal(x[3], x[0])","greater_than_or_equal(x[3], x[0])",True,0.2850877192982456,0.2850877192982456,False,0.0
farthest_point,0.2,3,6,"greater_than_or_equal(x[3], pdiv(x[0],x[3]))","greater_than_or_equal(x[3], pdiv(x[0],x[3]))",True,0.2807017543859649,0.2807017543859649,False,0.0
farthest_point,0.2,3,6,"greater_than_or_equal(x[3], pdiv(add(x[5],sub(pdiv(27.88,add(x[5],x[7])),27.98)),x[5]))",,False,,0.4122807017543859,False,0.0
farthest_point,0.2,3,6,"less_than_or_equal(x[7],x[0])","greater_than_or_equal(x[0], x[7])",True,0.6096491228070176,0.6096491228070176,False,0.0
farthest_point,0.2,3,6,"greater_than_or_equal(x[3], mul(mul(x[5],x[3]),x[0]))","greater_than_or_equal(x[2], x[2])",True,0.6798245614035088,0.6798245614035088,False,0.0
farthest_point,0.2,3,6,"greater_than_or_equal(x[3], mul(add(x[5],x[7]),29.48))","not_(less_than_or_equal(sub(x[0],x[0]),mul(x[7],x[2])))",True,0.3201754385964912,0.3201754385964912,False,0.0
farthest_point,0.2,3,6,"greater_than_or_equal(x[3], x[5])","greater_than_or_equal(x[3], x[5])",True,0.5043859649122807,0.5043859649122807,False,0.0
farthest_point,0.2,3,6,"greater_than_or_equal(x[3], mul(add(x[5],x[7]),27.91))","not_(less_than_or_equal(sub(x[0],x[0]),mul(x[7],x[2])))",True,0.3201754385964912,0.3201754385964912,False,0.0
farthest_point,0.2,3,6,"greater_than_or_equal(x[3], pdiv(x[7],mul(x[3],x[5])))","greater_than_or_equal(x[3], pdiv(x[7],mul(x[3],x[5])))",True,0.2631578947368421,0.2068965517241379,True,-0.0562613430127042
farthest_point,0.2,3,7,"greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),27.91))","greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),27.91))",True,0.2719298245614034,0.2719298245614034,False,0.0
farthest_point,0.2,3,7,"greater_than_or_equal(x[2], x[0])",,False,,0.425438596491228,False,0.0
farthest_point,0.2,3,7,"less_than_or_equal(x[3],pdiv(add(x[5],x[7]),x[3]))",,False,,0.6842105263157895,False,0.0
farthest_point,0.2,3,7,"greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),25.91))","greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),27.91))",True,0.2719298245614034,0.2719298245614034,False,0.0
farthest_point,0.2,3,7,"greater_than_or_equal(x[3], pdiv(sub(x[5],x[7]),x[3]))",,False,,0.2894736842105263,False,0.0
farthest_point,0.2,3,7,"greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),04.44))","greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),27.91))",True,0.2719298245614034,0.2763157894736842,True,0.0043859649122807
farthest_point,0.2,3,7,"greater_than_or_equal(x[3], pdiv(add(x[3],mul(x[3],add(x[5],x[7]))),27.99))","greater_than_or_equal(x[2], x[2])",True,0.6798245614035088,0.6798245614035088,False,0.0
farthest_point,0.2,3,7,"greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),24.29))","greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),27.91))",True,0.2719298245614034,0.2719298245614034,False,0.0
farthest_point,0.2,3,7,"greater_than_or_equal(pdiv(24.40,pdiv(x[0],x[0])), mul(sub(x[2],x[5]),sub(x[0],x[5])))","greater_than_or_equal(x[2], x[2])",True,0.6798245614035088,0.6798245614035088,False,0.0
farthest_point,0.2,3,7,"greater_than_or_equal(x[3], 99.94)","not_(less_than_or_equal(sub(x[0],x[0]),mul(x[7],x[2])))",True,0.3201754385964912,0.3201754385964912,False,0.0
farthest_point,0.2,3,7,"greater_than_or_equal(x[3], pdiv(x[5],x[7]))",,False,,0.4824561403508771,False,0.0
farthest_point,0.2,3,7,"greater_than_or_equal(x[3], pdiv(add(x[0],x[3]),add(x[5],x[7])))",,False,,0.293859649122807,False,0.0
farthest_point,0.2,3,7,"greater_than_or_equal(x[5], pdiv(x[7],48.42))","less_than_or_equal(pdiv(add(x[3],x[7]),27.58),x[5])",True,0.513157894736842,0.513157894736842,False,0.0
farthest_point,0.2,3,7,"greater_than_or_equal(x[2], pdiv(add(x[5],x[3]),x[7]))",,False,,0.5087719298245614,False,0.0
farthest_point,0.2,3,7,"greater_than_or_equal(x[7], pdiv(x[0],x[0]))",,False,,0.3377192982456141,False,0.0
farthest_point,0.2,3,7,"greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),14.94))","greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),27.91))",True,0.2719298245614034,0.2719298245614034,False,0.0
farthest_point,0.2,3,7,"greater_than_or_equal(x[3], pdiv(sub(x[3],x[7]),27.44))","greater_than_or_equal(x[2], x[2])",True,0.6798245614035088,0.6798245614035088,False,0.0
farthest_point,0.2,3,7,"greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),24.44))","greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),27.91))",True,0.2719298245614034,0.2719298245614034,False,0.0
farthest_point,0.2,3,7,"greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),84.44))","greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),27.91))",True,0.2719298245614034,0.2719298245614034,False,0.0
farthest_point,0.2,3,7,"greater_than_or_equal(x[0], x[0])","greater_than_or_equal(x[2], x[2])",True,0.6798245614035088,0.6798245614035088,False,0.0
farthest_point,0.2,3,7,"greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),pdiv(pdiv(add(x[5],x[7]),x[3]),x[7])))","greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),27.91))",True,0.2719298245614034,0.2719298245614034,False,0.0
farthest_point,0.2,3,7,"less_than_or_equal(x[3],x[0])","less_than_or_equal(x[3],x[0])",True,0.7149122807017544,0.7149122807017544,False,0.0
farthest_point,0.2,3,7,"less_than_or_equal(x[7],pdiv(x[0],x[0]))","greater_than_or_equal(x[2], x[2])",True,0.6798245614035088,0.6798245614035088,False,0.0
farthest_point,0.2,3,7,"greater_than_or_equal(x[3], pdiv(x[7],x[3]))",,False,,0.2894736842105263,False,0.0
farthest_point,0.2,3,7,"greater_than_or_equal(x[3], pdiv(x[0],x[3]))","greater_than_or_equal(x[3], pdiv(x[0],x[3]))",True,0.2807017543859649,0.2807017543859649,False,0.0
farthest_point,0.2,3,7,"less_than_or_equal(x[3],pdiv(add(x[5],x[7]),27.94))","less_than_or_equal(add(x[0],x[3]),x[0])",True,0.7280701754385965,0.7280701754385965,False,0.0
farthest_point,0.2,3,7,"greater_than_or_equal(x[3], x[7])","greater_than_or_equal(x[3], x[7])",True,0.2894736842105263,0.2894736842105263,False,0.0
farthest_point,0.2,3,7,"greater_than_or_equal(x[3], pdiv(pdiv(x[0],x[7]),x[7]))",,False,,0.3114035087719298,False,0.0
farthest_point,0.2,3,7,"greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),48.54))","greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),27.91))",True,0.2719298245614034,0.2719298245614034,False,0.0
farthest_point,0.2,3,7,"greater_than_or_equal(x[3], mul(x[2],x[5]))",,False,,0.4473684210526315,False,0.0
farthest_point,0.2,3,7,"greater_than_or_equal(pdiv(x[0],x[0]), mul(sub(x[2],x[5]),sub(x[0],x[5])))","greater_than_or_equal(x[2], x[2])",True,0.6798245614035088,0.6798245614035088,False,0.0
farthest_point,0.2,3,7,"less_than_or_equal(x[3],pdiv(add(x[5],x[7]),24.44))","less_than_or_equal(add(x[0],x[3]),x[0])",True,0.7280701754385965,0.7280701754385965,False,0.0
farthest_point,0.2,3,7,"greater_than_or_equal(x[7], pdiv(add(x[5],x[7]),29.48))","greater_than_or_equal(x[2], x[2])",True,0.6798245614035088,0.6798245614035088,False,0.0
farthest_point,0.2,3,7,"less_than_or_equal(x[7],pdiv(x[0],x[0]))","greater_than_or_equal(x[2], x[2])",True,0.6798245614035088,0.6798245614035088,False,0.0
farthest_point,0.2,3,7,"greater_than_or_equal(x[3], mul(mul(x[7],x[7]),x[0]))","greater_than_or_equal(x[3], mul(mul(x[7],x[7]),x[0]))",True,0.2850877192982456,0.2850877192982456,False,0.0
farthest_point,0.2,3,7,"greater_than_or_equal(x[3], pdiv(x[7],mul(x[3],x[5])))","greater_than_or_equal(x[3], pdiv(x[7],mul(x[3],x[5])))",True,0.2631578947368421,0.2068965517241379,True,-0.0562613430127042
farthest_point,0.2,3,8,"greater_than_or_equal(x[3], pdiv(add(x[5],x[5]),pdiv(04.29,x[7])))","greater_than_or_equal(x[3], pdiv(x[5],pdiv(27.98,x[5])))",True,0.4342105263157895,0.4429824561403509,True,0.0087719298245614
farthest_point,0.2,3,8,"greater_than_or_equal(x[3], pdiv(add(98.85,x[3]),x[7]))","not_(less_than_or_equal(sub(x[0],x[0]),mul(x[7],x[2])))",True,0.3201754385964912,0.3201754385964912,False,0.0
farthest_point,0.2,3,8,"greater_than_or_equal(x[7], pdiv(add(mul(x[7],x[0]),x[0]),x[0]))","less_than_or_equal(add(mul(x[0],x[0]),pdiv(x[0],x[7])),sub(sub(x[3],mul(x[5],x[3])),x[0]))",True,0.3245614035087719,0.3245614035087719,False,0.0
farthest_point,0.2,3,8,"greater_than_or_equal(x[3], pdiv(pdiv(x[2],pdiv(pdiv(add(x[5],x[7]),27.98),add(x[0],x[7]))),27.91))",,False,,0.2982456140350877,False,0.0
farthest_point,0.2,3,8,"greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),27.44))","greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),27.91))",True,0.2719298245614034,0.2719298245614034,False,0.0
farthest_point,0.2,3,8,"greater_than_or_equal(x[3], pdiv(add(x[3],x[7]),24.44))","greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),27.91))",True,0.2719298245614034,0.2719298245614034,False,0.0
farthest_point,0.2,3,8,"greater_than_or_equal(x[3], pdiv(add(x[5],x[0]),89.84))","greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),27.91))",True,0.2719298245614034,0.2719298245614034,False,0.0
farthest_point,0.2,3,8,"greater_than_or_equal(x[5], pdiv(84.44,pdiv(pdiv(x[0],x[7]),x[7])))","not_(less_than_or_equal(sub(x[0],x[0]),mul(x[7],x[2])))",True,0.3201754385964912,0.3201754385964912,False,0.0
farthest_point,0.2,3,8,"greater_than_or_equal(x[3], pdiv(add(x[3],pdiv(pdiv(x[0],x[3]),add(x[5],x[7]))),27.91))","greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),27.91))",True,0.2719298245614034,0.2719298245614034,False,0.0
farthest_point,0.2,3,8,"greater_than_or_equal(x[3], pdiv(x[0],mul(x[3],x[5])))",,False,,0.2850877192982456,False,0.0
farthest_point,0.2,3,8,"greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),89.82))","greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),27.91))",True,0.2719298245614034,0.2719298245614034,False,0.0
farthest_point,0.2,3,8,"greater_than_or_equal(x[5], pdiv(x[5],x[7]))",,False,,0.4912280701754385,False,0.0
farthest_point,0.2,3,8,"greater_than_or_equal(x[3], x[7])","greater_than_or_equal(x[3], x[7])",True,0.2894736842105263,0.2894736842105263,False,0.0
farthest_point,0.2,3,8,"greater_than_or_equal(x[3], pdiv(pdiv(add(x[5],x[7]),27.91),x[5]))",,False,,0.2631578947368421,False,0.0
farthest_point,0.2,3,8,"greater_than_or_equal(x[3], pdiv(x[2],x[7]))",,False,,0.3157894736842105,False,0.0
farthest_point,0.2,3,8,"less_than_or_equal(pdiv(add(x[5],x[7]),24.29),x[7])","greater_than_or_equal(x[2], x[2])",True,0.6798245614035088,0.6798245614035088,False,0.0
farthest_point,0.2,3,8,"greater_than_or_equal(x[5], x[3])","greater_than_or_equal(x[5], x[3])",True,0.6491228070175439,0.6491228070175439,False,0.0
farthest_point,0.2,3,8,"greater_than_or_equal(x[3], add(x[2],x[5]))",,False,,0.3377192982456141,False,0.0
farthest_point,0.2,3,8,"greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),28.14))","greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),27.91))",True,0.2719298245614034,0.2719298245614034,False,0.0
farthest_point,0.2,3,8,"greater_than_or_equal(x[3], pdiv(add(x[3],x[7]),27.54))","greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),27.91))",True,0.2719298245614034,0.2719298245614034,False,0.0
farthest_point,0.2,3,8,"greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),04.44))","greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),27.91))",True,0.2719298245614034,0.2763157894736842,True,0.0043859649122807
farthest_point,0.2,3,8,"greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),x[3]))","greater_than_or_equal(x[3], pdiv(add(x[5],x[0]),x[0]))",True,0.3157894736842105,0.3157894736842105,False,0.0
farthest_point,0.2,3,8,"greater_than_or_equal(mul(pdiv(pdiv(x[3],x[0]),x[3]),add(x[5],x[7])), 87.91)","not_(less_than_or_equal(sub(x[0],x[0]),mul(x[7],x[2])))",True,0.3201754385964912,0.3201754385964912,False,0.0
farthest_point,0.2,3,8,"less_than_or_equal(x[3],pdiv(add(x[5],x[7]),14.94))","less_than_or_equal(add(x[0],x[3]),x[0])",True,0.7280701754385965,0.7280701754385965,False,0.0
farthest_point,0.2,3,8,"greater_than_or_equal(x[3], pdiv(add(x[5],x[5]),27.91))","greater_than_or_equal(x[3], pdiv(x[5],pdiv(27.98,x[5])))",True,0.4342105263157895,0.4342105263157895,False,0.0
farthest_point,0.2,3,8,"greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),27.91))","greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),27.91))",True,0.2719298245614034,0.2719298245614034,False,0.0
farthest_point,0.2,3,8,"greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),27.45))","greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),27.91))",True,0.2719298245614034,0.2719298245614034,False,0.0
farthest_point,0.2,3,8,"greater_than_or_equal(x[5], pdiv(x[7],x[7]))",,False,,0.2763157894736842,False,0.0
farthest_point,0.2,3,8,"greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),28.44))","greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),27.91))",True,0.2719298245614034,0.2719298245614034,False,0.0
farthest_point,0.2,3,8,"greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),79.85))","greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),27.91))",True,0.2719298245614034,0.2719298245614034,False,0.0
farthest_point,0.2,3,8,"greater_than_or_equal(x[3], pdiv(add(x[5],x[5]),x[3]))","greater_than_or_equal(x[3], pdiv(add(x[5],x[5]),x[3]))",True,0.3245614035087719,0.3245614035087719,False,0.0
farthest_point,0.2,3,8,"less_than_or_equal(27.91,x[5])","not_(less_than_or_equal(sub(x[0],x[0]),mul(x[7],x[2])))",True,0.3201754385964912,0.3201754385964912,False,0.0
farthest_point,0.2,3,8,"greater_than_or_equal(x[3], pdiv(add(pdiv(27.98,add(x[5],x[7])),27.91),x[5]))","greater_than_or_equal(x[3], pdiv(add(x[5],x[0]),x[0]))",True,0.3157894736842105,0.3157894736842105,False,0.0
farthest_point,0.2,3,8,"greater_than_or_equal(x[3], pdiv(add(pdiv(x[5],x[5]),x[7]),48.54))","greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),27.91))",True,0.2719298245614034,0.2719298245614034,False,0.0
farthest_point,0.2,3,8,"greater_than_or_equal(x[3], pdiv(add(x[7],x[7]),pdiv(pdiv(add(x[5],x[7]),x[3]),x[7])))",,False,,0.2675438596491228,False,0.0
farthest_point,0.2,3,8,"greater_than_or_equal(x[3], pdiv(x[7],mul(x[3],x[5])))","greater_than_or_equal(x[3], pdiv(x[7],mul(x[3],x[5])))",True,0.2631578947368421,0.2068965517241379,True,-0.0562613430127042
farthest_point,0.2,3,9,"greater_than_or_equal(x[3], pdiv(add(add(x[5],pdiv(27.91,x[3])),add(x[5],x[7])),27.91))","not_(less_than_or_equal(sub(x[0],x[0]),mul(x[7],x[2])))",True,0.3201754385964912,0.3201754385964912,False,0.0
farthest_point,0.2,3,9,"greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),28.44))","greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),27.91))",True,0.2719298245614034,0.2719298245614034,False,0.0
farthest_point,0.2,3,9,"greater_than_or_equal(x[7], pdiv(add(99.84,x[7]),x[0]))","less_than_or_equal(add(mul(x[0],x[0]),pdiv(x[0],x[7])),sub(sub(x[3],mul(x[5],x[3])),x[0]))",True,0.3245614035087719,0.3245614035087719,False,0.0
farthest_point,0.2,3,9,"greater_than_or_equal(x[3], pdiv(add(x[5],x[2]),89.41))","greater_than_or_equal(x[3], pdiv(add(x[5],x[2]),27.91))",True,0.2850877192982456,0.2850877192982456,False,0.0
farthest_point,0.2,3,9,"greater_than_or_equal(x[3], pdiv(sub(sub(x[5],pdiv(98.45,mul(x[7],x[0]))),x[7]),x[7]))","greater_than_or_equal(x[2], x[2])",True,0.6798245614035088,0.6798245614035088,False,0.0
farthest_point,0.2,3,9,"greater_than_or_equal(x[3], pdiv(x[7],add(mul(x[3],add(x[5],x[7])),27.91)))","greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),27.91))",True,0.2719298245614034,0.2719298245614034,False,0.0
farthest_point,0.2,3,9,"greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),x[2]))","not_(less_than_or_equal(sub(x[0],x[0]),mul(x[7],x[2])))",True,0.3201754385964912,0.3201754385964912,False,0.0
farthest_point,0.2,3,9,"greater_than_or_equal(x[7], pdiv(add(x[7],x[7]),pdiv(pdiv(x[3],x[0]),x[3])))",,False,,0.2982456140350877,False,0.0
farthest_point,0.2,3,9,"greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),27.45))","greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),27.91))",True,0.2719298245614034,0.2719298245614034,False,0.0
farthest_point,0.2,3,9,"greater_than_or_equal(x[5], pdiv(25.91,x[3]))",,False,,0.3552631578947368,False,0.0
farthest_point,0.2,3,9,"greater_than_or_equal(x[3], pdiv(add(x[5],pdiv(pdiv(mul(x[5],x[7]),28.14),x[3])),mul(mul(x[7],x[7]),x[0])))","greater_than_or_equal(x[3], add(x[5],x[7]))",True,0.3245614035087719,0.3201754385964912,True,-0.0043859649122807
farthest_point,0.2,3,9,"greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),x[3]))","greater_than_or_equal(x[3], pdiv(add(x[5],x[0]),x[0]))",True,0.3157894736842105,0.3157894736842105,False,0.0
farthest_point,0.2,3,9,"greater_than_or_equal(67.44, pdiv(x[0],x[3]))","greater_than_or_equal(x[2], x[2])",True,0.6798245614035088,0.6798245614035088,False,0.0
farthest_point,0.2,3,9,"greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),79.85))","greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),27.91))",True,0.2719298245614034,0.2719298245614034,False,0.0
farthest_point,0.2,3,9,"less_than_or_equal(x[3],pdiv(x[7],mul(x[3],x[5])))",,False,,0.7324561403508771,False,0.0
farthest_point,0.2,3,9,"greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),x[7]))","greater_than_or_equal(x[3], pdiv(add(x[5],x[0]),x[0]))",True,0.3157894736842105,0.3157894736842105,False,0.0
farthest_point,0.2,3,9,"greater_than_or_equal(x[3], pdiv(add(x[3],pdiv(pdiv(x[0],x[3]),add(x[5],x[7]))),x[7]))","not_(less_than_or_equal(sub(x[0],x[0]),mul(x[7],x[2])))",True,0.3201754385964912,0.3201754385964912,False,0.0
farthest_point,0.2,3,9,"greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),pdiv(48.56,mul(x[3],x[5]))))","greater_than_or_equal(x[3], pdiv(add(x[5],x[7]),27.91))",True,0.2719298245614034,0.2719298245614034,False,0.0
farthest_point,0.2,3,9,"greater_than_or_equal(x[3], pdiv(add(pdiv(x[5],x[5]),x[7]),add(mul(pdiv(x[7],x[3]),pdiv(x[0],x[7])),x[7])))","greater_than_or_equal(x[3], pdiv(add(x[5],x[0]),x[0]))",True,0.3157894736842105,0.3157894736842105,False,0.0
farthest_point,0.2,3,9,"greater_than_or_equal(x[3], pdiv(x[7],x[7]))","greater_than_or_equal(x[3], pdiv(x[0],x[0]))",True,0.3070175438596491,0.3070175438596491,False,0.0
farthest_point,0.2,3,9,"greater_than_or_equal(x[3], pdiv(x[7],mul(x[3],x[5])))","greater_than_or_equal(x[3], pdiv(x[7],mul(x[3],x[5])))",True,0.2631578947368421,0.2631578947368421,False,0.0
farthest_point,0.2,3,9,"greater_than_or_equal(x[3], pdiv(add(x[0],x[0]),89.84))","greater_than_or_equal(x[3], mul(mul(x[7],x[7]),x[0]))",True,0.2850877192982456,0.2763157894736842,True,-0.0087719298245614
