run,mode,sample_fraction,final_test_mae,final_test_accuracy,total_time_sec,total_time_fair_sec,total_wall_time_sec,fake_eval_time_sec,hits,misses,hit_rate_overall,fake_hits,fake_hits_default,fake_hit_ratio_default,fake_hits_loose,fake_hit_ratio_loose,fake_hits_strict,fake_hit_ratio_strict
5,fec_simple_farthest_point,0.2,0.24122807017543857,0.7587719298245614,0.09640192985534668,0.08420872478745878,0.11695358098950237,0.012193205067887902,212.0,121.0,0.6366366366366366,15,15,0.07075471698113207,15,0.07075471698113207,15,0.07075471698113207
