source,sampling_method,mode,sampling_fraction,sample_fraction,threshold,fake_hit_threshold,speedup,speedup_pvalue,delta_mae_vs_baseline,delta_accuracy_vs_baseline,final_test_mae_mean,final_test_mae_std,final_test_accuracy_mean,final_test_accuracy_std,total_time_sec_mean,total_time_sec_std,mae_pvalue
baseline,,baseline_simple,,1.0,,,1.0,,0.0,0.0,0.0833333333333333,0.02499102126648141,0.9166666666666666,0.02499102126648141,10.466626763343811,4.544166870428827,
FEC,farthest_point,fec_simple_farthest_point,0.1,0.1,0.0,0.0,1.2592621465609157,0.044687159333596856,-3.663003663004205e-05,3.663003663012532e-05,0.08329670329670326,0.007890691459787366,0.9167032967032968,0.007890691459787392,10.274660809834797,5.818564723525696,0.9940375278895899
FEC,farthest_point,fec_simple_farthest_point,0.2,0.2,0.0,0.0,0.749395752890633,0.9956713066431624,-0.008315018315018338,0.008315018315018352,0.07501831501831496,0.0068739657762578186,0.924981684981685,0.00687396577625786,17.106425301233926,5.842170155351372,0.093309234586144
FEC,farthest_point,fec_simple_farthest_point,0.3,0.3,0.0,0.0,0.9746549668803882,0.5956153788572803,-0.007728937728937776,0.00772893772893779,0.07560439560439552,0.0058037515957035605,0.9243956043956044,0.005803751595703546,13.244017958641052,4.482719732445418,0.11451782489615778
FEC,farthest_point,fec_simple_farthest_point,0.4,0.4,0.0,0.0,0.9358709267098283,0.7138295661520329,-0.007362637362637411,0.007362637362637425,0.07597069597069589,0.005861263718379386,0.924029304029304,0.005861263718379343,13.691941396395366,5.809203429801201,0.13221715372325082
FEC,kmeans,fec_simple_kmeans,0.1,0.1,0.0,0.0,1.1527294717315242,0.10240762150117294,0.00025641025641022497,-0.0002564102564102111,0.08358974358974353,0.009537606236586565,0.9164102564102564,0.009537606236586574,11.307535243034362,4.303518143942094,0.9591065455949697
FEC,kmeans,fec_simple_kmeans,0.2,0.2,0.0,0.0,1.0218876700061053,0.421547197783173,-0.005604395604395629,0.005604395604395629,0.07772893772893767,0.009315559179329979,0.9222710622710623,0.009315559179330002,12.75612406730652,4.719510849690764,0.2651031300784737
FEC,kmeans,fec_simple_kmeans,0.3,0.3,0.0,0.0,0.913972204323321,0.7947730618947225,-0.008461538461538506,0.00846153846153852,0.0748717948717948,0.005949872675237207,0.9251282051282051,0.0059498726752372074,14.180776206652324,5.231020755357793,0.0855404664251678
FEC,kmeans,fec_simple_kmeans,0.4,0.4,0.0,0.0,0.7342561059430367,0.997228595784113,-0.0069230769230769484,0.006923076923077032,0.07641025641025635,0.006682748385043952,0.9235897435897437,0.006682748385043955,17.45537269115448,6.243998889316603,0.1589218968328245
