run,mode,sample_fraction,final_test_mae,final_test_accuracy,total_time_sec,total_time_fair_sec,total_wall_time_sec,fake_eval_time_sec,hits,misses,hit_rate_overall,fake_hits,fake_hits_default,fake_hit_ratio_default,fake_hits_loose,fake_hit_ratio_loose,fake_hits_strict,fake_hit_ratio_strict
2,fec_simple_stratified,0.1,0.26315789473684215,0.7368421052631579,0.05999636650085449,0.05312805844005197,0.06887656799517572,0.006868308060802519,103.0,71.0,0.5919540229885057,56,56,0.5436893203883495,56,0.5436893203883495,56,0.5436893203883495
