run,mode,sample_fraction,final_test_mae,final_test_accuracy,total_time_sec,total_time_fair_sec,total_wall_time_sec,fake_eval_time_sec,hits,misses,hit_rate_overall,fake_hits,fake_hit_ratio
5,fec_simple_stratified,0.1,0.19760479041916168,0.8023952095808383,4.770973443984985,3.850340814089577,4.937956674999441,0.9206326298954082,9682.0,1850.0,0.8395768296912938,7846,0.8103697583143978
