run,mode,sample_fraction,final_test_mae,final_test_accuracy,total_time_sec,total_time_fair_sec,total_wall_time_sec,fake_eval_time_sec,hits,misses,hit_rate_overall,fake_hits,fake_hit_ratio
4,fec_simple_stratified,0.3,0.19999999999999996,0.8,3.2631313800811768,2.6285079067529296,3.4118026360010845,0.6346234733282472,9925.0,804.0,0.9250629135986579,5212,0.5251385390428212
