run,mode,sample_fraction,fake_hit_threshold,final_test_mae,final_test_accuracy,total_time_sec,total_time_fair_sec,total_wall_time_sec,fake_eval_time_sec,hits,misses,hit_rate_overall,fake_hits
13,fec_simple_kmeans,0.2,0.0,0.33816120906801006,0.6618387909319899,29.608900785446167,27.556529719382524,47.13721286319196,2.0523710660636425,15760.0,20587.0,0.43359837125484907,270
