run,mode,sample_fraction,fake_hit_threshold,final_test_mae,final_test_accuracy,total_time_sec,total_wall_time_sec,fake_eval_time_sec,hits,misses,hit_rate_overall
3,fec_simple_farthest_point,0.3,1e-05,0.11208791208791213,0.8879120879120879,0.10969686508178711,0.8788002280052751,0.0,691.0,73.0,0.9044502617801047
