run,mode,sample_fraction,fake_hit_threshold,final_test_mae,final_test_accuracy,total_time_sec,total_wall_time_sec,fake_eval_time_sec,hits,misses,hit_rate_overall
1,fec_simple_farthest_point,0.1,0.0,0.10769230769230764,0.8923076923076924,0.08023452758789062,0.1704736040555872,0.0,653.0,33.0,0.9518950437317785
