run,mode,sample_fraction,fake_hit_threshold,final_test_mae,final_test_accuracy,total_time_sec,total_wall_time_sec,fake_eval_time_sec,hits,misses,hit_rate_overall
3,fec_simple_farthest_point,0.2,1e-05,0.14065934065934071,0.8593406593406593,0.08396506309509277,0.32406719197751954,0.0,671.0,40.0,0.9437412095639943
