run,mode,sample_fraction,fake_hit_threshold,final_test_mae,final_test_accuracy,total_time_sec,total_wall_time_sec,fake_eval_time_sec,hits,misses,hit_rate_overall
1,fec_simple_farthest_point,0.1,1e-05,0.2615384615384615,0.7384615384615385,0.11905598640441895,0.21668428799603134,0.0,691.0,34.0,0.953103448275862
