run,mode,sample_fraction,fake_hit_threshold,final_test_mae,final_test_accuracy,total_time_sec,total_wall_time_sec,fake_eval_time_sec,hits,misses,hit_rate_overall
1,fec_simple_farthest_point,0.3,1e-05,0.1208791208791209,0.8791208791208791,0.07619333267211914,0.8174215879989788,0.0,716.0,38.0,0.9496021220159151
