run,mode,sample_fraction,fake_hit_threshold,final_test_mae,final_test_accuracy,total_time_sec,total_wall_time_sec,fake_eval_time_sec,hits,misses,hit_rate_overall
2,fec_simple_farthest_point,0.2,1e-05,0.07472527472527468,0.9252747252747253,0.13892531394958496,0.4276311210123822,0.0,706.0,38.0,0.9489247311827957
