run,mode,sample_fraction,fake_hit_threshold,final_test_mae,final_test_accuracy,total_time_sec,total_wall_time_sec,fake_eval_time_sec,hits,misses,hit_rate_overall
4,fec_simple_farthest_point,0.1,1e-05,0.21098901098901102,0.789010989010989,0.06222939491271973,0.16552453697659075,0.0,759.0,33.0,0.9583333333333334
