run,mode,sample_fraction,fake_hit_threshold,final_test_mae,final_test_accuracy,total_time_sec,total_wall_time_sec,fake_eval_time_sec,hits,misses,hit_rate_overall
4,fec_simple_farthest_point,0.1,0.0,0.3582417582417582,0.6417582417582418,0.0859990119934082,0.1595793809974566,0.0,755.0,19.0,0.975452196382429
