run,mode,sample_fraction,fake_hit_threshold,final_test_mae,final_test_accuracy,total_time_sec,total_wall_time_sec,fake_eval_time_sec,hits,misses,hit_rate_overall
1,fec_simple_farthest_point,0.3,0.0,0.14065934065934071,0.8593406593406593,0.0857079029083252,0.7570163779892027,0.0,793.0,29.0,0.9647201946472019
