run,mode,sample_fraction,fake_hit_threshold,final_test_mae,final_test_accuracy,total_time_sec,total_wall_time_sec,fake_eval_time_sec,hits,misses,hit_rate_overall
4,fec_simple_farthest_point,0.3,0.0,0.13186813186813184,0.8681318681318682,0.08640432357788086,0.6304378519998863,0.0,706.0,41.0,0.9451137884872824
