run,mode,sample_fraction,fake_hit_threshold,final_test_mae,final_test_accuracy,total_time_sec,total_time_fair_sec,total_wall_time_sec,fake_eval_time_sec,hits,misses,hit_rate_overall,fake_hits
15,fec_simple_farthest_point,0.2,0.0,0.3387909319899244,0.6612090680100756,27.85810160636902,27.85810160636902,46.26241396414116,0.0,24630.0,13523.0,0.6455586716640893,0
