run,mode,sample_fraction,fake_hit_threshold,final_test_mae,final_test_accuracy,total_time_sec,total_time_fair_sec,total_wall_time_sec,fake_eval_time_sec,hits,misses,hit_rate_overall,fake_hits
19,fec_simple_stratified,0.1,1e-05,0.3387909319899244,0.6612090680100756,24.527706623077393,24.527706623077393,24.877114824950695,0.0,28165.0,11159.0,0.7162292747431593,0
