run,mode,sample_fraction,final_test_mae,final_test_accuracy,total_time_sec,total_time_fair_sec,total_wall_time_sec,fake_eval_time_sec,hits,misses,hit_rate_overall,fake_hits,fake_hits_default,fake_hit_ratio_default,fake_hits_loose,fake_hit_ratio_loose,fake_hits_strict,fake_hit_ratio_strict
5,fec_simple_stratified,0.1,0.22807017543859653,0.7719298245614035,0.6824550628662109,0.6824550628662109,0.7119557930273004,0.0,2321.0,504.0,0.8215929203539823,0,0,0.0,0,0.0,0,0.0
