run,mode,sample_fraction,final_test_mae,final_test_accuracy,total_time_sec,total_time_fair_sec,total_wall_time_sec,fake_eval_time_sec,hits,misses,hit_rate_overall,fake_hits,fake_hits_default,fake_hit_ratio_default,fake_hits_loose,fake_hit_ratio_loose,fake_hits_strict,fake_hit_ratio_strict
3,fec_simple_farthest_point,0.2,0.23245614035087714,0.7675438596491229,0.8346765041351318,0.8346765041351318,0.8780053090304136,0.0,1590.0,1306.0,0.5490331491712708,0,0,0.0,0,0.0,0,0.0
