mode,sample_fraction,gen_mean,hit_mean,fitness_cached_mean,fitness_full_train_mean,fake_hit_mean,fitness_diff_mean,gen_std,hit_std,fitness_cached_std,fitness_full_train_std,fake_hit_std,fitness_diff_std
farthest_point,0.1,25.485151927467417,0.9941864950079685,0.35958574198158233,0.49638017262240863,0.0,0.0,14.644194521990281,0.07602439182090899,0.11638767678146236,0.08460715541283215,0.0,0.0
farthest_point,0.2,25.642913179378137,0.9449755467912007,0.34253393498101564,0.4567945232609665,0.0,0.0,14.656786215490321,0.22802798678642816,0.1287639388136294,0.1010242134152477,0.0,0.0
farthest_point,0.3,25.6633411226252,0.9247334742564041,0.3254253257823034,0.44443204216532906,0.0,0.0,14.66783810147863,0.2638209162406966,0.13071946649173782,0.10493051316396416,0.0,0.0
farthest_point,0.5,25.585430655999684,0.898839321403977,0.32154992468336285,0.4303739305341765,0.0,0.0,14.66927321143132,0.301541366485613,0.1293494625899779,0.10919732944270362,0.0,0.0
stratified,0.1,25.40055579939973,0.9944453123643875,0.35066384190686284,0.4941184807256236,0.0,0.0,14.66265467836603,0.07432249377465361,0.11732312773102717,0.084181102606629,0.0,0.0
stratified,0.2,25.62699841888745,0.9533903757867653,0.3342432708673181,0.45881787692655535,0.0,0.0,14.649437997992457,0.2108012503376936,0.13617859923325598,0.10236985915510378,0.0,0.0
stratified,0.3,25.645736989459817,0.9173188405797101,0.33137795680502447,0.4369321975862291,0.0,0.0,14.656282322622335,0.2753996828197264,0.13358208832411597,0.10865350453895059,0.0,0.0
stratified,0.5,25.63234203138967,0.897661388792048,0.3220124671946204,0.43108313661362246,0.0,0.0,14.680948243204785,0.30309308778654087,0.13194302731402704,0.10909104346482396,0.0,0.0
