run,mode,sample_fraction,final_test_mae,final_test_accuracy,total_time_sec,total_time_fair_sec,total_wall_time_sec,fake_eval_time_sec,hits,misses,hit_rate_overall,fake_hits,fake_hits_default,fake_hit_ratio_default,fake_hits_loose,fake_hit_ratio_loose,fake_hits_strict,fake_hit_ratio_strict
3,fec_simple_stratified,0.3,0.19736842105263153,0.8026315789473685,1.1402826309204102,0.9954309400054626,1.1694281930103898,0.14485169091494754,1826.0,918.0,0.6654518950437318,748,748,0.40963855421686746,60,0.03285870755750274,748,0.40963855421686746
