run,mode,sample_fraction,final_test_mae,final_test_accuracy,total_time_sec,total_time_fair_sec,total_wall_time_sec,fake_eval_time_sec,hits,misses,hit_rate_overall,fake_hits,fake_hits_default,fake_hit_ratio_default,fake_hits_loose,fake_hit_ratio_loose,fake_hits_strict,fake_hit_ratio_strict
4,fec_simple_stratified,0.1,0.2543859649122807,0.7456140350877193,0.9853394031524658,0.8252406817045994,1.013679716968909,0.1600987214478664,2105.0,462.0,0.8200233735878457,978,978,0.4646080760095012,240,0.11401425178147269,978,0.4646080760095012
