run,mode,sample_fraction,fake_hit_threshold,final_test_mae,final_test_accuracy,total_time_sec,total_wall_time_sec,hits,misses,hit_rate_overall
1,fec_simple_farthest_point,0.3,1e-05,0.33501259445843834,0.6649874055415617,1.1335902214050293,22.69214627801557,1470.0,612.0,0.7060518731988472
