mode,sample_fraction,final_test_mae_mean,final_test_accuracy_mean,total_time_sec_mean,total_time_fair_sec_mean,total_wall_time_sec_mean,fake_eval_time_sec_mean,hits_mean,misses_mean,hit_rate_overall_mean,fake_hits_mean,fake_hit_ratio_mean,final_test_mae_std,final_test_accuracy_std,total_time_sec_std,total_time_fair_sec_std,total_wall_time_sec_std,fake_eval_time_sec_std,hits_std,misses_std,hit_rate_overall_std,fake_hits_std,fake_hit_ratio_std,fake_hit_rate_overall_mean
farthest_point,0.1,0.03354166666666661,0.9664583333333333,8.494848918914794,8.494848918914794,9.058036024340739,0.0,29630.133333333335,414.56666666666666,0.9861465825686301,0.0,0.0,0.011236488800134831,0.011236488800134822,2.125757844811476,2.125757844811476,2.1153367575730093,0.0,2951.44284188071,182.59475774390557,0.005684127893304194,0.0,0.0,0.0
farthest_point,0.2,0.027083333333333282,0.9729166666666667,8.07327697277069,8.07327697277069,8.63840267523192,0.0,29729.733333333334,727.4,0.9761138401775583,0.0,0.0,0.01372472424333384,0.01372472424333384,1.5318487167942734,1.5318487167942734,1.5245386340489155,0.0,1696.9132748087702,222.81899978831845,0.007105976239080564,0.0,0.0,0.0
farthest_point,0.3,0.016041666666666596,0.9839583333333334,9.486297663052877,9.486297663052877,10.067133936084186,0.0,29747.066666666666,1261.6333333333334,0.9590549886634943,0.0,0.0,0.013757889150915888,0.013757889150915878,3.209873520828622,3.209873520828622,3.217695826163108,0.0,2304.1822545584855,592.477199748836,0.019457911927197657,0.0,0.0,0.0
farthest_point,0.5,0.0197916666666666,0.9802083333333333,8.625062537193298,8.625062537193298,9.219947761235138,0.0,29560.566666666666,1177.7666666666667,0.9618020465048754,0.0,0.0,0.013795694275952768,0.013795694275952768,1.9190703483851448,1.9190703483851448,1.9211434634772968,0.0,1502.66988353693,387.93501889992973,0.011749369197827873,0.0,0.0,0.0
stratified,0.1,0.03499999999999995,0.965,7.579535539944967,7.579535539944967,8.146071052722013,0.0,32528.066666666666,273.7,0.9915722899209366,0.0,0.0,0.011703809920990118,0.011703809920990122,1.3451986869818386,1.3451986869818386,1.3470292306204805,0.0,1522.3956326205814,100.03237809162927,0.00331894260647856,0.0,0.0,0.0
stratified,0.2,0.03145833333333329,0.9685416666666666,7.601124358177185,7.601124358177185,8.171581530384719,0.0,32196.333333333332,551.0,0.9830825594486948,0.0,0.0,0.013354475425447786,0.013354475425447803,1.4274561008983553,1.4274561008983553,1.4333814737576052,0.0,1863.463931022606,375.5780433766951,0.011489162337339045,0.0,0.0,0.0
stratified,0.3,0.026666666666666616,0.9733333333333333,8.176956256230673,8.176956256230673,8.754902577353642,0.0,31610.9,851.2,0.973763915841426,0.0,0.0,0.014517709491820303,0.0145177094918203,1.9896329373720925,1.9896329373720925,1.9851604649146601,0.0,1382.9237710975497,479.601946062218,0.014836326083957251,0.0,0.0,0.0
stratified,0.5,0.02395833333333327,0.9760416666666667,8.224889167149861,8.224889167149861,8.79701393507421,0.0,31021.266666666666,1044.8666666666666,0.9671740943656868,0.0,0.0,0.014797534047566459,0.014797534047566459,1.2265711761997269,1.2265711761997269,1.2255137784345516,0.0,2505.7371228620314,417.78237822526165,0.013412505341555707,0.0,0.0,0.0
