mode,sample_fraction,fake_hit_threshold,final_test_mae_mean,final_test_accuracy_mean,total_time_sec_mean,total_time_fair_sec_mean,total_wall_time_sec_mean,fake_eval_time_sec_mean,hits_mean,misses_mean,hit_rate_overall_mean,fake_hits_mean,final_test_mae_std,final_test_accuracy_std,total_time_sec_std,total_time_fair_sec_std,total_wall_time_sec_std,fake_eval_time_sec_std,hits_std,misses_std,hit_rate_overall_std,fake_hits_std,fake_hit_rate_overall_mean
fec_simple_farthest_point,0.1,0.0,0.35465994962216624,0.6453400503778337,0.07711446285247799,0.06923256340960501,1.9278799762949348,0.007881899442872941,147.4,146.8,0.5044315012167099,16.7,0.010935442698418124,0.010935442698418119,0.024060542241818715,0.02252430956093392,0.23769128336982207,0.002299185453706407,38.92608379994063,47.150397665343185,0.11941011815666397,6.783067152844648,0.11329715061058343
fec_simple_farthest_point,0.2,0.0,0.34829974811083125,0.6517002518891688,0.0883684158325195,0.07837518137239381,7.355643730200245,0.00999323446012563,164.0,146.7,0.5376183468164578,11.0,0.0076632389645070464,0.00766323896450705,0.04405986953837196,0.04014220648931185,1.015596874994586,0.00473834358702121,40.43266006584282,59.24196148001854,0.15285090630636458,1.7320508075688776,0.06707317073170732
fec_simple_farthest_point,0.3,0.0,0.3509445843828715,0.6490554156171284,0.09049866199493403,0.08172039184137245,16.126257925503886,0.00877827015356154,146.4,161.6,0.4814073754541379,10.4,0.007635244357064423,0.0076352443570644225,0.03434911912446785,0.03176827142761582,2.1198473606521504,0.0031973331072557686,22.240503591420755,42.3584702273347,0.08435626082262966,0.66332495807108,0.07103825136612021
fec_simple_stratified,0.1,0.0,0.3521410579345088,0.6478589420654912,0.07559149265289303,0.06763244385074352,0.0845233523054048,0.00795904880214942,146.0,141.8,0.51576096394302,19.8,0.007602714495106595,0.007602714495106605,0.023512388528009742,0.02141503843284529,0.02450048765040216,0.002931046819241723,23.626256580338747,43.06228047839547,0.10072365681722605,8.411896337925237,0.13561643835616438
fec_simple_stratified,0.2,0.0,0.35736775818639793,0.642632241813602,0.08041074275970457,0.07241719670710149,0.08933924569573713,0.00799354605260301,149.4,146.1,0.5084764543795732,11.4,0.01953410248015883,0.019534102480158806,0.03430442551284569,0.03167784290220245,0.03545440628996425,0.003816418905975755,50.41269681340207,57.75543264490363,0.16687056619732057,2.1071307505705477,0.07630522088353414
fec_simple_stratified,0.3,0.0,0.35403022670025186,0.6459697732997481,0.06910603046417232,0.062162480308325,0.07785675400227769,0.006943550155847281,172.0,144.1,0.5449966533192454,12.6,0.01933731345658212,0.01933731345658214,0.027581145637726453,0.025620417915420468,0.028799109437356547,0.0026486937491691695,48.216179856973326,48.19429426809776,0.15006774372500623,2.764054992217051,0.07325581395348837
