run,mode,sample_fraction,fake_hit_threshold,final_test_mae,final_test_accuracy,total_time_sec,total_time_fair_sec,total_wall_time_sec,fake_eval_time_sec,hits,misses,hit_rate_overall,fake_hits
26,fec_simple_farthest_point,0.1,0.0,0.38671875,0.61328125,0.1588578224182129,0.1588578224182129,2.0883096270263195,0.0,272.0,221.0,0.5517241379310345,0
