run,mode,sample_fraction,final_test_mae,final_test_accuracy,total_time_sec,total_time_fair_sec,total_wall_time_sec,fake_eval_time_sec,hits,misses,hit_rate_overall,fake_hits,fake_hit_ratio
4,fec_simple_farthest_point,0.2,1.0,0.0,2.424896717071533,1.9934744628917542,2.548124403001566,0.431422254179779,9153.0,323.0,0.965913887716336,0,0.0
