source,sampling_method,mode,sample_fraction,speedup,speedup_pvalue,delta_mae_vs_baseline,delta_accuracy_vs_baseline,fake_hit_ratio_mean,final_test_mae_mean,final_test_mae_std,final_test_accuracy_mean,final_test_accuracy_std,total_time_sec_mean,total_time_sec_std,mae_pvalue
baseline,,baseline_simple,1.0,1.0,,0.0,0.0,0.0,0.4444444444444444,0.048368441910397575,0.5555555555555556,0.04836844191039757,10.411593039830526,3.3481183835262565,
FEC,farthest_point,farthest_point,0.1,1.1766604858175633,0.03359665009038826,-0.037271448663853735,0.03727144866385368,0.0,0.4071729957805907,0.015588990043806877,0.5928270042194093,0.015588990043806887,8.848425833384196,3.0244541920802512,0.00036160897004757246
FEC,farthest_point,farthest_point,0.2,1.1837890365149852,0.013437360958526993,-0.0367088607594937,0.036708860759493755,0.0,0.4077355836849507,0.01565483612375963,0.5922644163150493,0.015654836123759636,8.795142308870952,1.8032007019873073,0.000430438202084471
FEC,farthest_point,farthest_point,0.3,1.0669029604764606,0.18944413942486532,-0.04008438818565402,0.04008438818565396,0.0,0.4043600562587904,0.01374100082329392,0.5956399437412095,0.013741000823293931,9.758706672986348,2.1134859377545987,0.00014103664974210813
FEC,farthest_point,farthest_point,0.5,1.097451447541293,0.11837849899585685,-0.04472573839662447,0.044725738396624526,0.0,0.39971870604781995,0.012933405268717469,0.6002812939521801,0.01293340526871749,9.487064838409424,2.4702542147727344,3.193475788932536e-05
FEC,stratified,stratified,0.1,1.1350594293489928,0.08035580616651104,-0.03361462728551334,0.03361462728551334,0.0,0.4108298171589311,0.014676564183652535,0.5891701828410689,0.014676564183652546,9.172729436556498,3.2918960786019724,0.0010470537565216644
FEC,stratified,stratified,0.2,1.0981276527974968,0.14698244984193096,-0.03825597749648385,0.038255977496483795,0.0,0.40618846694796057,0.013428656272607609,0.5938115330520394,0.013428656272607599,9.481222891807557,3.342258396231134,0.0002455795148500175
FEC,stratified,stratified,0.3,0.9297510370073989,0.7989293415360216,-0.042053445850914195,0.042053445850914195,0.0,0.4023909985935302,0.015036076118915961,0.5976090014064698,0.01503607611891597,11.198259131113689,3.738966679951366,8.012244558615803e-05
FEC,stratified,stratified,0.5,0.9791267914554804,0.596901854675448,-0.03699015471167372,0.03699015471167366,0.0,0.4074542897327707,0.01310434376527963,0.5925457102672292,0.013104343765279634,10.633549332618713,3.508526989369436,0.00035791102819176564
