run,mode,sample_fraction,fake_hit_threshold,final_test_mae,final_test_accuracy,total_time_sec,total_time_fair_sec,total_wall_time_sec,fake_eval_time_sec,hits,misses,hit_rate_overall,fake_hits
21,fec_simple_kmeans,0.2,0.0,0.3710958178930651,0.6289041821069349,38.79986381530762,36.99627472180873,55.75901167513803,1.8035890934988856,13603.0,24183.0,0.36000105859312975,172
