gen,invalid,avg,std,min,max,fitness_test,best_ind_length,avg_length,best_ind_nodes,avg_nodes,best_ind_depth,avg_depth,avg_used_codons,best_ind_used_codons,selection_time,generation_time,run,mode,sample_fraction
0,0,0.5317769926994834,0.07600303584024322,0.35012594458438284,0.6549118387909321,,36,20.50423728813559,8,4.523305084745763,7,5.760593220338983,13.771186440677965,24,0.0,0.12819337844848633,25,fec_simple_stratified,0.3
1,415,0.4733383643862031,0.06800212798512263,0.35012594458438284,0.6372795969773299,0.35012594458438284,36,21.62324649298597,8,3.753507014028056,7,5.601202404809619,11.20440881763527,24,0.003827333450317383,0.18291115760803223,25,fec_simple_stratified,0.3
2,350,0.45019978181431153,0.07152892989307143,0.34760705289672544,0.6322418136020151,0.34760705289672544,30,25.982394366197184,9,4.257042253521127,8,6.325704225352113,12.772887323943662,27,0.0034110546112060547,0.1872084140777588,25,fec_simple_stratified,0.3
3,323,0.43990751212323725,0.07416501191547947,0.3438287153652393,0.6492443324937027,0.3438287153652393,46,29.72108843537415,7,4.7227891156462585,7,6.8231292517006805,13.974489795918368,21,0.0038912296295166016,0.20076584815979004,25,fec_simple_stratified,0.3
4,278,0.43737343804020345,0.07957011545224582,0.3438287153652393,0.6542821158690176,0.3438287153652393,46,34.282051282051285,7,5.368024132730015,7,7.253393665158371,15.73604826546003,21,0.003888845443725586,0.2296288013458252,25,fec_simple_stratified,0.3
5,280,0.42501805891886024,0.07946863955590092,0.3438287153652393,0.6505037783375315,0.3438287153652393,46,37.64933135215453,7,5.832095096582466,7,7.579494799405646,17.193164933135215,21,0.004019260406494141,0.25574326515197754,25,fec_simple_stratified,0.3
6,281,0.426180753327752,0.08644407850618428,0.3438287153652393,0.649874055415617,0.3438287153652393,46,39.68650217706821,7,5.895500725689405,7,7.764876632801161,17.50943396226415,21,0.003949403762817383,0.25963568687438965,25,fec_simple_stratified,0.3
7,244,0.4267757842287099,0.08946432327629082,0.34005037783375314,0.6580604534005038,0.34005037783375314,64,42.12158469945355,5,6.258196721311475,8,7.939890710382514,18.51366120218579,16,0.004153013229370117,0.277820348739624,25,fec_simple_stratified,0.3
8,222,0.42877560702559164,0.0903862938056707,0.34005037783375314,0.6542821158690176,0.34005037783375314,64,44.0650406504065,5,6.296747967479675,8,8.063685636856368,18.68428184281843,16,0.004050016403198242,0.2903871536254883,25,fec_simple_stratified,0.3
9,203,0.4305191899774626,0.09176260853292534,0.34005037783375314,0.6505037783375315,0.34005037783375314,64,46.38552631578948,5,6.711842105263158,8,8.39342105263158,19.943421052631578,16,0.004006862640380859,0.3126702308654785,25,fec_simple_stratified,0.3
10,167,0.42829863452857825,0.09034138980927792,0.34005037783375314,0.6542821158690176,0.34005037783375314,64,48.151930261519304,5,7.044831880448319,8,8.592777085927771,20.859277708592778,16,0.004221200942993164,0.3847157955169678,25,fec_simple_stratified,0.3
11,147,0.4163034728874823,0.08473097118865044,0.34005037783375314,0.6536523929471032,0.34005037783375314,64,48.8955042527339,5,6.975698663426488,8,8.659781287970839,20.65613608748481,16,0.0041425228118896484,0.3191659450531006,25,fec_simple_stratified,0.3
12,150,0.4213593209998836,0.08789802098676452,0.3369017632241813,0.6580604534005038,0.3369017632241813,70,51.496878901373286,7,7.247191011235955,10,8.875156054931336,21.57178526841448,22,0.00419926643371582,0.33101606369018555,25,fec_simple_stratified,0.3
13,112,0.42629481179939593,0.09188873367377125,0.3369017632241813,0.6536523929471032,0.3369017632241813,70,55.75,7,7.907582938388626,10,9.2239336492891,23.53080568720379,22,0.004233837127685547,0.3625659942626953,25,fec_simple_stratified,0.3
14,143,0.4200795423133426,0.08876380334772853,0.3369017632241813,0.6612090680100755,0.3369017632241813,70,59.58569667077682,7,8.753390875462392,10,9.655980271270037,25.85080147965475,22,0.0040967464447021484,0.3976271152496338,25,fec_simple_stratified,0.3
15,146,0.42313161365326796,0.09228992178661567,0.3369017632241813,0.6580604534005038,0.3369017632241813,70,62.75682382133995,7,9.194789081885856,10,9.965260545905707,27.024813895781637,22,0.004202365875244141,0.4099600315093994,25,fec_simple_stratified,0.3
16,139,0.41665085345437064,0.08467158712446937,0.3369017632241813,0.656801007556675,0.3369017632241813,70,64.02794653705953,7,9.447144592952613,10,10.026731470230862,27.66221142162819,22,0.004050493240356445,0.4201953411102295,25,fec_simple_stratified,0.3
17,152,0.4187278824311168,0.08742012095145962,0.3369017632241813,0.6555415617128464,0.3369017632241813,70,67.22699386503068,7,9.753374233128834,10,10.16441717791411,28.550920245398775,22,0.00430750846862793,0.44330382347106934,25,fec_simple_stratified,0.3
18,127,0.419979666777943,0.08823195585523612,0.3369017632241813,0.6574307304785894,0.3369017632241813,70,73.36385542168675,7,10.786746987951807,10,10.712048192771084,31.413253012048195,22,0.004247426986694336,0.4716646671295166,25,fec_simple_stratified,0.3
19,130,0.4152157084496267,0.08681375913290186,0.3369017632241813,0.6561712846347607,0.3369017632241813,70,74.53661464585835,7,11.172869147659064,10,10.85594237695078,32.46938775510204,22,0.0042760372161865234,0.4923403263092041,25,fec_simple_stratified,0.3
20,146,0.4160903841232746,0.08717448710740984,0.3369017632241813,0.656801007556675,0.3369017632241813,70,77.06731946144431,7,11.05875152998776,10,10.72705018359853,32.171358629130964,22,0.0045928955078125,0.5218014717102051,25,fec_simple_stratified,0.3
