run,mode,sample_fraction,fake_hit_threshold,final_test_mae,final_test_accuracy,total_time_sec,total_time_fair_sec,total_wall_time_sec,fake_eval_time_sec,hits,misses,hit_rate_overall,fake_hits
25,fec_simple_stratified,0.5,0.0,0.33249370277078083,0.6675062972292192,20.152355670928955,20.152355670928955,20.433965948875993,0.0,24569.0,12310.0,0.6662056997207083,0
