run,mode,sample_fraction,fake_hit_threshold,final_test_mae,final_test_accuracy,total_time_sec,total_time_fair_sec,total_wall_time_sec,fake_eval_time_sec,hits,misses,hit_rate_overall,fake_hits
28,fec_simple_stratified,0.3,0.0,0.37797776601376387,0.6220222339862361,33.31059718132019,28.820698246825486,33.58249422907829,4.489898934494704,22605.0,15202.0,0.5979051498399767,1539
