gen,invalid,avg,std,min,max,fitness_test,best_ind_length,avg_length,best_ind_nodes,avg_nodes,best_ind_depth,avg_depth,avg_used_codons,best_ind_used_codons,selection_time,generation_time,run,mode,sample_fraction
0,0,0.5008430577531645,0.013032490820642756,0.38749999999999996,0.5484375,,9,20.227848101265824,2,4.443037974683544,5,5.629746835443038,13.604430379746836,6,0.0,0.04282188415527344,22,fec_simple_farthest_point,0.1
1,209,0.4941833248987854,0.012764957059414732,0.38749999999999996,0.53125,0.38749999999999996,9,24.489878542510123,2,4.340080971659919,5,5.919028340080971,12.890688259109313,6,0.0010242462158203125,0.058511972427368164,22,fec_simple_farthest_point,0.1
2,165,0.4908717105263158,0.017614618790987607,0.375,0.59609375,0.375,30,25.467105263157894,3,3.5592105263157894,7,5.615131578947368,10.421052631578947,10,0.0009005069732666016,0.054798126220703125,22,fec_simple_farthest_point,0.1
3,119,0.48995768229166664,0.021749741616582184,0.375,0.625,0.375,30,28.99404761904762,3,3.455357142857143,7,5.571428571428571,10.074404761904763,10,0.0011661052703857422,0.06306648254394531,22,fec_simple_farthest_point,0.1
4,86,0.4876200358072917,0.022253555145835997,0.375,0.6125,0.375,30,28.2578125,3,3.09375,7,5.247395833333333,8.877604166666666,10,0.0011572837829589844,0.0538787841796875,22,fec_simple_farthest_point,0.1
5,75,0.4883786577608143,0.02077556239104114,0.375,0.5375,0.375,30,32.06870229007634,3,3.4122137404580153,7,5.3816793893129775,9.674300254452927,10,0.001287698745727539,0.061402082443237305,22,fec_simple_farthest_point,0.1
6,82,0.48451542721518986,0.025450240018612548,0.375,0.53359375,0.375,30,33.92151898734177,3,3.3417721518987342,7,5.288607594936709,9.435443037974684,10,0.0012483596801757812,0.060465097427368164,22,fec_simple_farthest_point,0.1
7,57,0.4881500477099237,0.02868306217125619,0.375,0.625,0.375,30,35.6412213740458,3,3.669211195928753,7,5.653944020356234,10.483460559796438,10,0.0013055801391601562,0.06573033332824707,22,fec_simple_farthest_point,0.1
8,73,0.4842523734177216,0.028043412680386428,0.375,0.6125,0.375,30,36.210126582278484,3,3.5240506329113925,7,5.6455696202531644,9.91139240506329,10,0.0013937950134277344,0.06431221961975098,22,fec_simple_farthest_point,0.1
9,58,0.48651807980049877,0.03109229375935071,0.375,0.625,0.375,30,36.12718204488778,3,3.9775561097256857,7,6.0997506234413965,11.354114713216958,10,0.0013599395751953125,0.06783056259155273,22,fec_simple_farthest_point,0.1
10,49,0.4831269054878049,0.030613239072750313,0.375,0.5671875,0.375,30,37.87560975609756,3,4.704878048780488,7,6.748780487804878,13.629268292682926,10,0.0013148784637451172,0.07639384269714355,22,fec_simple_farthest_point,0.1
11,46,0.4808041067146283,0.03646653894207637,0.375,0.625,0.375,30,39.17745803357314,3,4.882494004796163,7,6.947242206235012,14.247002398081534,10,0.0013256072998046875,0.0774221420288086,22,fec_simple_farthest_point,0.1
12,52,0.47842518472906403,0.038246205714342035,0.375,0.62109375,0.375,30,39.3423645320197,3,5.086206896551724,7,7.25615763546798,14.908866995073891,10,0.0013914108276367188,0.0807647705078125,22,fec_simple_farthest_point,0.1
13,64,0.4796468098958333,0.04211175893351259,0.375,0.625,0.375,30,39.919270833333336,3,4.877604166666667,7,7.325520833333333,14.372395833333334,10,0.0014500617980957031,0.07959294319152832,22,fec_simple_farthest_point,0.1
