run,mode,sample_fraction,final_test_mae,final_test_accuracy,total_time_sec,total_time_fair_sec,total_wall_time_sec,fake_eval_time_sec,hits,misses,hit_rate_overall,fake_hits,fake_hit_ratio
18,fec_simple_farthest_point,0.3,0.012499999999999956,0.9875,4.694302320480347,4.694302320480347,4.7819653319893405,0.0,14788.0,614.0,0.9601350473964421,0,0.0
