mode,sample_fraction,final_test_mae_mean,final_test_accuracy_mean,total_time_sec_mean,total_wall_time_sec_mean,final_test_mae_std,final_test_accuracy_std,total_time_sec_std,total_wall_time_sec_std
baseline_simple,1.0,0.306472491909385,0.6935275080906149,12.62749920686086,12.906513414469858,0.06199839824195992,0.06199839824195988,8.190179669482728,8.188143981139879
