run,mode,sample_fraction,final_test_mae,final_test_accuracy,total_time_sec,total_time_fair_sec,total_wall_time_sec,fake_eval_time_sec,hits,misses,hit_rate_overall,fake_hits,fake_hit_ratio
1,fec_simple_farthest_point,0.3,0.11805555555555558,0.8819444444444444,5.180423259735107,4.226606025775254,5.515772999999172,0.9538172339598532,10690.0,959.0,0.917675336938793,389,0.036389148737137514
