run,mode,sample_fraction,fake_hit_threshold,final_test_mae,final_test_accuracy,total_time_sec,total_wall_time_sec,hits,misses,hit_rate_overall
3,fec_simple_farthest_point,0.4,0.1,0.4080604534005038,0.5919395465994962,0.17715692520141602,34.511432311002864,152.0,85.0,0.6413502109704642
