run,mode,sample_fraction,fake_hit_threshold,final_test_mae,final_test_accuracy,total_time_sec,total_wall_time_sec,hits,misses,hit_rate_overall
4,fec_simple_farthest_point,0.4,0.1,0.38539042821158687,0.6146095717884131,0.15810275077819824,32.770895722991554,205.0,68.0,0.7509157509157509
