mode,sample_fraction,final_test_mae_mean,final_test_accuracy_mean,total_time_sec_mean,total_time_fair_sec_mean,total_wall_time_sec_mean,fake_eval_time_sec_mean,hits_mean,misses_mean,hit_rate_overall_mean,fake_hits_mean,fake_hits_default_mean,fake_hit_ratio_default_mean,fake_hits_loose_mean,fake_hit_ratio_loose_mean,fake_hits_strict_mean,fake_hit_ratio_strict_mean,final_test_mae_std,final_test_accuracy_std,total_time_sec_std,total_time_fair_sec_std,total_wall_time_sec_std,fake_eval_time_sec_std,hits_std,misses_std,hit_rate_overall_std,fake_hits_std,fake_hits_default_std,fake_hit_ratio_default_std,fake_hits_loose_std,fake_hit_ratio_loose_std,fake_hits_strict_std,fake_hit_ratio_strict_std,fake_hit_rate_overall_mean
fec_simple_farthest_point,0.1,0.2552631578947368,0.7447368421052631,0.07492434978485102,0.07492434978485102,0.08866810120525766,0.0,156.9,113.5,0.584371125983732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01696410491738044,0.016964104917380426,0.015211245312782973,0.015211245312782973,0.015314833635705417,0.0,28.74178143400301,35.07777073874564,0.10631496884027272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fec_simple_farthest_point,0.2,0.2434210526315789,0.756578947368421,0.07839090824127193,0.07839090824127193,0.10095958359306675,0.0,160.3,131.3,0.5573327996923435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011479168709037209,0.01147916870903721,0.01709162406498829,0.01709162406498829,0.01723131921062312,0.0,32.180894953372565,46.68629349177336,0.12073863283129424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fec_simple_farthest_point,0.3,0.2482456140350877,0.7517543859649123,0.07934284210205073,0.07934284210205073,0.1212139059032779,0.0,175.6,140.4,0.557088096882152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013758234334524678,0.013758234334524676,0.016574296454395204,0.016574296454395204,0.015503000729302984,0.0,17.833676009168723,23.01825362619849,0.049395918494718465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fec_simple_stratified,0.1,0.2653508771929824,0.7346491228070176,0.07249889373779292,0.07249889373779292,0.0828515667992178,0.0,219.3,86.5,0.7180307050829249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01821628040113615,0.01821628040113614,0.013040496416137056,0.013040496416137056,0.013029445294848252,0.0,26.412307737113768,24.860611416455548,0.07777115192555882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fec_simple_stratified,0.2,0.2618421052631579,0.7381578947368421,0.07385146617889402,0.07385146617889402,0.08407166951219548,0.0,176.2,127.1,0.5852112234359592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01776721850923605,0.01776721850923605,0.01488810424626514,0.01488810424626514,0.014905798002161116,0.0,28.666356587470265,36.80339658238082,0.08851168835851256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fec_simple_stratified,0.3,0.25131578947368416,0.7486842105263157,0.08078896999359128,0.08078896999359128,0.09097169280285013,0.0,167.1,116.3,0.5936945546069351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010201494166327235,0.01020149416632721,0.01962350292850444,0.01962350292850444,0.019614048251156337,0.0,25.974795475614428,31.250759990758624,0.08315812969971663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
