source,sampling_method,mode,sample_fraction,speedup,speedup_pvalue,delta_mae_vs_baseline,delta_accuracy_vs_baseline,fake_hit_ratio_mean,final_test_mae_mean,final_test_mae_std,final_test_accuracy_mean,final_test_accuracy_std,total_time_sec_mean,total_time_sec_std,mae_pvalue
baseline,,baseline_simple,1.0,1.0,,0.0,0.0,0.0,0.2440860215053763,0.0378793869974377,0.7559139784946236,0.03787938699743772,10.602777496973674,1.7313382904294554,
FEC,farthest_point,farthest_point,0.1,1.0467962811543832,0.14793031565452477,-0.014714436805922826,0.014714436805922881,0.0,0.22937158469945348,0.013816737551075035,0.7706284153005465,0.013816737551075039,10.128787891070049,1.6904398146306319,0.05701399477428063
FEC,farthest_point,farthest_point,0.2,1.0709707426114168,0.12643980662397872,-0.017583289264939184,0.01758328926493924,0.0,0.22650273224043713,0.018265185697659322,0.7734972677595628,0.01826518569765932,9.90015606880188,2.7740215590066786,0.029660407250715018
FEC,farthest_point,farthest_point,0.3,0.9782807522372085,0.6727894937194908,-0.023320994182971955,0.023320994182972066,0.0,0.22076502732240436,0.012237265397026612,0.7792349726775957,0.012237265397026617,10.838174494107564,2.221417996719918,0.0032926611464335724
FEC,farthest_point,farthest_point,0.5,0.9806688429316246,0.656853875073316,-0.025096950467124984,0.025096950467125012,0.0,0.21898907103825133,0.012050543273224244,0.7810109289617486,0.012050543273224263,10.811781748135884,2.164910168699004,0.0017048339863263854
FEC,stratified,stratified,0.1,1.0421637576007752,0.17237732771647274,-0.013758152652917355,0.013758152652917355,0.0,0.23032786885245896,0.012267729136963754,0.769672131147541,0.012267729136963734,10.17381138006846,1.6980167824876322,0.07118760057042438
FEC,stratified,stratified,0.2,1.030671039099161,0.24369749961141673,-0.017719901286797096,0.017719901286797235,0.0,0.22636612021857921,0.013620842020031188,0.7736338797814208,0.01362084202003118,10.287256646156312,1.7066347732260971,0.02317758647722697
FEC,stratified,stratified,0.3,1.0232746539061937,0.2900065603195652,-0.016900229155649565,0.016900229155649593,0.0,0.22718579234972675,0.013330001599320285,0.7728142076502732,0.013330001599320294,10.36161450544993,1.5646320281500337,0.029522121345019657
FEC,stratified,stratified,0.5,1.0036947889174943,0.465912606220682,-0.019495857570950126,0.01949585757095018,0.0,0.22459016393442618,0.014252241918846976,0.7754098360655738,0.014252241918846964,10.563746682802837,1.7282351328629242,0.013504984886899399
