run,mode,sample_fraction,fake_hit_threshold,final_test_mae,final_test_accuracy,total_time_sec,total_time_fair_sec,total_wall_time_sec,fake_eval_time_sec,hits,misses,hit_rate_overall,fake_hits
20,fec_simple_kmeans,0.2,0.0,0.08351648351648355,0.9164835164835164,30.02706480026245,24.332434261625167,31.416527082998073,5.694630538637284,39233.0,817.0,0.9796004993757803,12293
