mode,sample_fraction,final_test_mae_mean,final_test_accuracy_mean,total_time_sec_mean,total_wall_time_sec_mean,final_test_mae_std,final_test_accuracy_std,total_time_sec_std,total_wall_time_sec_std
baseline_simple,1.0,0.10520833333333333,0.8947916666666667,16.393979255358378,16.675671330451344,0.050054224069724845,0.05005422406972484,5.415829941301042,5.426546346675188
