run,mode,sample_fraction,final_test_mae,final_test_accuracy,total_time_sec,total_time_fair_sec,total_wall_time_sec,fake_eval_time_sec,hits,misses,hit_rate_overall,fake_hits,fake_hit_ratio
2,fec_simple_stratified,0.1,0.10416666666666663,0.8958333333333334,2.524397611618042,2.524397611618042,2.7335345769970445,0.0,10704.0,453.0,0.9593976875504168,0,0.0
