mode,sample_fraction,fake_hit_threshold,final_test_mae_mean,final_test_accuracy_mean,total_time_sec_mean,total_time_fair_sec_mean,total_wall_time_sec_mean,fake_eval_time_sec_mean,hits_mean,misses_mean,hit_rate_overall_mean,fake_hits_mean,final_test_mae_std,final_test_accuracy_std,total_time_sec_std,total_time_fair_sec_std,total_wall_time_sec_std,fake_eval_time_sec_std,hits_std,misses_std,hit_rate_overall_std,fake_hits_std,fake_hit_rate_overall_mean
fec_simple_farthest_point,0.1,0.0,0.3362090680100755,0.6637909319899244,25.060299531618753,25.060299531618753,29.701885859311247,0.0,26338.766666666666,11198.733333333334,0.7015565658360863,0.0,0.005221639786693464,0.005221639786693493,4.373205355192157,4.373205355192157,4.4143920990899765,0.0,1416.4290471306897,1198.0493293498207,0.032283496687014815,0.0,0.0
fec_simple_farthest_point,0.2,0.0,0.33704869857262804,0.6629513014273719,26.81358149846395,26.81358149846395,45.19514922637803,0.0,24297.9,13216.4,0.6474774980205613,0.0,0.005161380897791312,0.005161380897791319,4.171613117492472,4.171613117492472,4.169866919211331,0.0,1933.6326840086936,1687.4069771891625,0.04615758122386066,0.0,0.0
fec_simple_farthest_point,0.3,0.0,0.3371746431570109,0.662825356842989,27.458016665776572,27.458016665776572,68.79710328984075,0.0,23108.166666666668,14278.866666666667,0.6180398733884013,0.0,0.004571988871464078,0.0045719888714640744,3.8720845718971897,3.8720845718971897,4.0266752136834745,0.0,1668.5614579298206,1558.1604053783708,0.0410330276052134,0.0,0.0
fec_simple_farthest_point,0.4,0.0,0.3354114189756507,0.6645885810243493,27.259478918711345,27.259478918711345,101.03553313671922,0.0,23251.066666666666,14173.6,0.6213851474098058,0.0,0.0038148367672195295,0.0038148367672194866,4.072547400305568,4.072547400305568,4.071132449517505,0.0,1843.024180223604,1893.9101281035837,0.04962201737668673,0.0,0.0
fec_simple_farthest_point,0.5,0.0,0.3375944584382871,0.6624055415617128,28.667011880874632,28.667011880874632,144.5873892430992,0.0,23066.066666666666,14447.233333333334,0.61554454650284,0.0,0.005344241934958521,0.005344241934958538,5.328101363275425,5.328101363275425,5.655435818983383,0.0,1816.6895338010352,2188.1476135966896,0.056633674716031875,0.0,0.0
fec_simple_kmeans,0.1,0.0,0.3369647355163728,0.6630352644836272,28.271672455469766,28.271672455469766,44.963930577474336,0.0,18527.566666666666,18720.433333333334,0.4977560663558921,0.0,0.006172890861756173,0.006172890861756167,6.683092043873909,6.683092043873909,6.263459430285415,0.0,2781.4219826476447,2909.944417376768,0.07755359196899131,0.0,0.0
fec_simple_kmeans,0.2,0.0,0.3351175482787573,0.6648824517212426,29.90256511370341,29.90256511370341,46.646175071845455,0.0,16993.966666666667,20332.833333333332,0.45570288885021537,0.0,0.005027496143732287,0.005027496143732333,5.235947152250828,5.235947152250828,5.14845769389733,0.0,2297.900628593171,2554.2944764107015,0.06471545095586387,0.0,0.0
fec_simple_kmeans,0.3,0.0,0.3374895046179681,0.6625104953820319,29.449621788660686,29.449621788660686,46.47617987936052,0.0,16647.433333333334,20974.133333333335,0.4422684830243457,0.0,0.005355566282641321,0.005355566282641276,4.589616487517882,4.589616487517882,4.600660478240114,0.0,1708.9417911548521,1521.8970997482786,0.041587374556421745,0.0,0.0
fec_simple_kmeans,0.4,0.0,0.33774139378673385,0.6622586062132662,30.624787473678587,30.624787473678587,48.68926392900757,0.0,16804.0,20462.4,0.4510425447595138,0.0,0.005080458765609824,0.0050804587656098415,4.084860358944792,4.084860358944792,4.045250738536123,0.0,1941.3845403045048,2039.3223972682695,0.05253714038315957,0.0,0.0
fec_simple_kmeans,0.5,0.0,0.337384550797649,0.6626154492023509,29.835181895891825,29.835181895891825,48.876701470759386,0.0,17917.8,19486.1,0.47881538443445404,0.0,0.006330064130483623,0.006330064130483606,4.664092495805424,4.664092495805424,4.8031083214717984,0.0,1409.1741884285757,1181.14064502638,0.0331114975035583,0.0,0.0
fec_simple_kmedoids,0.1,0.0,0.33486565910999155,0.6651343408900083,29.30088180700938,29.30088180700938,46.07338996622711,0.0,17831.933333333334,19641.1,0.4759994742746073,0.0,0.0050369524223735935,0.005036952422373569,4.2549460695647126,4.2549460695647126,4.706132757064683,0.0,2224.454433988004,2316.7040718802796,0.059782904810073416,0.0,0.0
fec_simple_kmedoids,0.2,0.0,0.33742653232577663,0.6625734676742233,29.641060892740885,29.641060892740885,46.65227766653212,0.0,16469.1,20792.9,0.44180501979261977,0.0,0.004113600687793178,0.004113600687793152,4.662724241000879,4.662724241000879,4.325525310922679,0.0,1705.8473231798914,1571.4549807953995,0.04279020748824777,0.0,0.0
fec_simple_kmedoids,0.3,0.0,0.33650293870696896,0.663497061293031,29.51927254199982,29.51927254199982,46.019992532286174,0.0,17084.833333333332,20433.433333333334,0.45500285801043827,0.0,0.004542403283405162,0.004542403283405162,5.170412496417183,5.170412496417183,4.829849254745483,0.0,3233.497776746139,3073.9336870242064,0.08263458957088321,0.0,0.0
